Genome_id	Genbank_id	Status	Population_number
MH375598	MH375598	REP	6706
MF580765	MF580765	MEM	6706
MF580768	MF580768	MEM	6706
PP197248	PP197248	REP	6707
MK448985	MK448985	REP	6708
MK448816	MK448816	MEM	6708
MK448984	MK448984	MEM	6708
ON014753	ON014753	REP	6709
EF116926	EF116926	REP	6710
AJ842011	AJ842011	REP	6711
MH937468	MH937468	REP	6712
MK448773	MK448773	REP	6713
MK448969	MK448969	MEM	6713
MK448774	MK448774	MEM	6713
DQ394808	DQ394808	REP	6714
DQ394809	DQ394809	MEM	6714
DQ394807	DQ394807	MEM	6714
KY705275	KY705275	REP	6715
KY705276	KY705276	MEM	6715
MH892357	MH892357	MEM	6715
KT717085	KT717085	MEM	6715
MH375599	MH375599	MEM	6715
LT985570	LT985570	REP	6716
KY705255	KY705255	REP	6717
KX620749	KX620749	REP	6718
KX620752	KX620752	MEM	6718
KX620748	KX620748	MEM	6718
MF580759	MF580759	REP	6719
OP947225	OP947225	REP	6720
OQ627808	OQ627808	REP	6721
OQ627803	OQ627803	MEM	6721
MH937487	MH937487	REP	6722
MH892363	MH892363	REP	6723
MH892376	MH892376	MEM	6723
OP172735	OP172735	REP	6724
MK448706	MK448706	REP	6725
KY705262	KY705262	REP	6726
MT084350	MT084350	REP	6727
KT852578	KT852578	REP	6728
MT664721	MT664721	REP	6729
OP172683	OP172683	REP	6730
OK041467	OK041467	REP	6731
DQ003641	DQ003641	REP	6732
KP063541	KP063541	REP	6733
OP172739	OP172739	REP	6734
OP172743	OP172743	MEM	6734
KY379511	KY379511	REP	6735
KX160205	KX160205	REP	6736
MK448731	MK448731	REP	6737
MK448992	MK448992	MEM	6737
PP758847	PP758847	MEM	6737
MK448863	MK448863	MEM	6737
KY363359	KY363359	MEM	6737
OP172823	OP172823	REP	6738
KY296500	KY296500	REP	6739
KY296501	KY296501	MEM	6739
OP172736	OP172736	REP	6740
OP172826	OP172826	REP	6741
JF270478	JF270478	REP	6742
MK448680	MK448680	REP	6743
MH937461	MH937461	REP	6744
MK448777	MK448777	REP	6745
KM983332	KM983332	REP	6746
JQ823122	JQ823122	REP	6747
JQ823123	JQ823123	MEM	6747
MH937459	MH937459	REP	6748
AF085222	AF085222	MEM	6748
OP172835	OP172835	REP	6749
OP172830	OP172830	MEM	6749
OP172834	OP172834	MEM	6749
OP172831	OP172831	MEM	6749
OP172832	OP172832	MEM	6749
OP172738	OP172738	REP	6750
OQ633420	OQ633420	REP	6751
MK448715	MK448715	REP	6752
OR387861	OR387861	REP	6753
KY705266	KY705266	REP	6754
KY705282	KY705282	MEM	6754
KY705251	KY705251	REP	6755
MW202753	MW202753	REP	6756
EU855793	EU855793	REP	6757
KX160216	KX160216	REP	6758
KX912252	KX912252	REP	6759
MK448891	MK448891	REP	6760
MH375600	MH375600	REP	6761
MK448869	MK448869	REP	6762
MK448870	MK448870	MEM	6762
MK448701	MK448701	MEM	6762
AB008550	AB008550	REP	6763
OK490425	OK490425	REP	6764
OK490427	OK490427	MEM	6764
OK490423	OK490423	MEM	6764
OK490403	OK490403	MEM	6764
OK490429	OK490429	MEM	6764
OK490399	OK490399	MEM	6764
OK490395	OK490395	MEM	6764
OK490401	OK490401	MEM	6764
OK490405	OK490405	MEM	6764
OK490397	OK490397	MEM	6764
OK490407	OK490407	MEM	6764
OK490411	OK490411	MEM	6764
MK448931	MK448931	REP	6765
AF323668	AF323668	REP	6766
LT996082	LT996082	MEM	6766
LT985569	LT985569	MEM	6766
KY705289	KY705289	REP	6767
KY705290	KY705290	MEM	6767
MK448893	MK448893	REP	6768
FJ226752	FJ226752	REP	6769
MK448236	MK448236	REP	6770
PP479941	PP479941	REP	6771
AF145054	AF145054	REP	6772
MK448883	MK448883	REP	6773
ON032529	ON032529	REP	6774
MZ326864	MZ326864	REP	6775
MW273922	MW273922	REP	6776
MW273920	MW273920	REP	6777
ON453905	ON453905	REP	6778
KC462197	KC462197	REP	6779
MZ503613	MZ503613	REP	6780
KY705272	KY705272	REP	6781
OP131294	OP131294	REP	6782
OP131301	OP131301	MEM	6782
OP131300	OP131300	MEM	6782
OP131302	OP131302	MEM	6782
OP131297	OP131297	MEM	6782
OP131293	OP131293	MEM	6782
OP131296	OP131296	MEM	6782
OP131295	OP131295	MEM	6782
OP131299	OP131299	MEM	6782
MH892361	MH892361	REP	6783
MN530981	MN530981	REP	6784
OP686972	OP686972	MEM	6784
OP697049	OP697049	MEM	6784
OR636717	OR636717	REP	6785
KC348604	KC348604	REP	6786
MH937507	MH937507	REP	6787
KF302035	KF302035	REP	6788
OP172829	OP172829	REP	6789
OP172828	OP172828	MEM	6789
MF975721	MF975721	REP	6790
MK448964	MK448964	REP	6791
MK448943	MK448943	MEM	6791
MK448767	MK448767	MEM	6791
MK448786	MK448786	MEM	6791
MK448942	MK448942	MEM	6791
MH937477	MH937477	REP	6792
MH937485	MH937485	MEM	6792
PP453650	PP453650	REP	6793
OP172657	OP172657	REP	6794
CP063964	CP063964	REP	6795
MK388859	MK388859	REP	6796
MK448892	MK448892	REP	6797
KY045851	KY045851	REP	6798
KT630647	KT630647	REP	6799
MG065648	MG065648	REP	6800
MW421584	MW421584	REP	6801
MK764445	MK764445	MEM	6801
MW421583	MW421583	MEM	6801
MW421582	MW421582	MEM	6801
MK764442	MK764442	MEM	6801
MW421581	MW421581	MEM	6801
MK764448	MK764448	MEM	6801
OP172746	OP172746	REP	6802
MK061416	MK061416	REP	6803
KX160220	KX160220	REP	6804
MK448732	MK448732	REP	6805
OK490409	OK490409	REP	6806
MH892367	MH892367	REP	6807
MT193276	MT193276	REP	6808
MK473382	MK473382	MEM	6808
MZ188970	MZ188970	REP	6809
KY939598	KY939598	REP	6810
OK490470	OK490470	REP	6811
OK490467	OK490467	MEM	6811
OK490464	OK490464	MEM	6811
OK490461	OK490461	MEM	6811
OK490473	OK490473	MEM	6811
KX879641	KX879641	REP	6812
MK448999	MK448999	REP	6813
KY271397	KY271397	REP	6814
OK490412	OK490412	MEM	6814
OK490456	OK490456	MEM	6814
OK490453	OK490453	MEM	6814
OK490435	OK490435	MEM	6814
OK490459	OK490459	MEM	6814
OK490432	OK490432	MEM	6814
OK490437	OK490437	MEM	6814
OK490446	OK490446	MEM	6814
OK490443	OK490443	MEM	6814
OK490440	OK490440	MEM	6814
OK490449	OK490449	MEM	6814
MF580957	MF580957	REP	6815
MT344104	MT344104	REP	6816
MT344105	MT344105	MEM	6816
MT344103	MT344103	MEM	6816
CP103806	CP103806	REP	6817
KU848187	KU848187	REP	6818
KY065482	KY065482	REP	6819
KY065489	KY065489	MEM	6819
MK448972	MK448972	REP	6820
ON470603	ON470603	REP	6821
DQ840344	DQ840344	REP	6822
PP754929	PP754929	REP	6823
MG941013	MG941013	REP	6824
MK733262	MK733262	REP	6825
MK733264	MK733264	MEM	6825
MK733263	MK733263	MEM	6825
MK448771	MK448771	REP	6826
KR816341	KR816341	REP	6827
KX190835	KX190835	REP	6828
KT372714	KT372714	REP	6829
OQ984150	OQ984150	REP	6830
MW273925	MW273925	REP	6831
KY705253	KY705253	REP	6832
KY705254	KY705254	MEM	6832
KY705252	KY705252	MEM	6832
KX879643	KX879643	MEM	6832
KP137438	KP137438	REP	6833
MT375525	MT375525	REP	6834
KY065481	KY065481	REP	6835
MH937508	MH937508	REP	6836
KY705268	KY705268	REP	6837
KY705269	KY705269	MEM	6837
MH892366	MH892366	MEM	6837
MT233525	MT233525	REP	6838
KC465898	KC465898	REP	6839
FJ236310	FJ236310	REP	6840
KY065458	KY065458	REP	6841
MH937498	MH937498	REP	6842
MH937484	MH937484	MEM	6842
AY699705	AY699705	MEM	6842
KY705285	KY705285	MEM	6842
KY705286	KY705286	MEM	6842
OP172732	OP172732	REP	6843
OP172731	OP172731	MEM	6843
KC821611	KC821611	REP	6844
LN885237	LN885237	REP	6845
MH937497	MH937497	REP	6846
MH937496	MH937496	MEM	6846
MH937495	MH937495	MEM	6846
OP172825	OP172825	REP	6847
OP172824	OP172824	MEM	6847
OP172833	OP172833	MEM	6847
MK202161	MK202161	REP	6848
MW452941	MW452941	REP	6849
KJ847052	KJ847052	REP	6850
MH937470	MH937470	REP	6851
KR093647	KR093647	REP	6852
MN812203	MN812203	REP	6853
MN812204	MN812204	MEM	6853
MN812205	MN812205	MEM	6853
KU958700	KU958700	REP	6854
PQ720432	PQ720432	REP	6855
OP455937	OP455937	REP	6856
AP014888	AP014888	REP	6857
MW202544	MW202544	REP	6858
AY007505	AY007505	REP	6859
DQ340064	DQ340064	REP	6860
OR492275	OR492275	REP	6861
KR093637	KR093637	REP	6862
EF455602	EF455602	REP	6863
MK448728	MK448728	REP	6864
MK448928	MK448928	MEM	6864
MK448809	MK448809	MEM	6864
MK448872	MK448872	MEM	6864
MK448802	MK448802	MEM	6864
MK448776	MK448776	MEM	6864
MK448787	MK448787	MEM	6864
MK449007	MK449007	MEM	6864
OP750331	OP750331	REP	6865
OQ863045	OQ863045	MEM	6865
MG271909	MG271909	REP	6866
KY065465	KY065465	REP	6867
OR762784	OR762784	REP	6868
MK448721	MK448721	REP	6869
OP172692	OP172692	REP	6870
MT192033	MT192033	REP	6871
MW273924	MW273924	REP	6872
OM868080	OM868080	REP	6873
PP438427	PP438427	MEM	6873
PQ189358	PQ189358	REP	6874
OP172734	OP172734	REP	6875
OP172733	OP172733	MEM	6875
KT337342	KT337342	REP	6876
MK448909	MK448909	REP	6877
MH892355	MH892355	REP	6878
MH973663	MH973663	MEM	6878
MK448726	MK448726	REP	6879
OM735689	OM735689	REP	6880
OM735687	OM735687	MEM	6880
OP172837	OP172837	REP	6881
OP172836	OP172836	MEM	6881
PQ351753	PQ351753	REP	6882
LT996081	LT996081	REP	6883
LT985575	LT985575	MEM	6883
LT985576	LT985576	MEM	6883
LT993225	LT993225	MEM	6883
LT996074	LT996074	MEM	6883
OP323077	OP323077	REP	6884
PQ673863	PQ673863	REP	6885
KY065454	KY065454	REP	6886
PQ189350	PQ189350	REP	6887
MT711975	MT711975	REP	6888
KX456206	KX456206	REP	6889
KX456210	KX456210	MEM	6889
KX456208	KX456208	MEM	6889
KC348602	KC348602	REP	6890
MH937500	MH937500	REP	6891
MH937501	MH937501	MEM	6891
KY705264	KY705264	MEM	6891
MF580771	MF580771	MEM	6891
KY065457	KY065457	REP	6892
MF580770	MF580770	REP	6893
MK449012	MK449012	REP	6894
MH892364	MH892364	REP	6895
KY065499	KY065499	REP	6896
MH937481	MH937481	REP	6897
MH892351	MH892351	REP	6898
MH892375	MH892375	MEM	6898
OQ863044	OQ863044	REP	6899
MK044828	MK044828	REP	6900
CP069347	CP069347	REP	6901
KT717084	KT717084	REP	6902
OQ414635	OQ414635	REP	6903
ON721384	ON721384	REP	6904
MW202825	MW202825	REP	6905
KR905068	KR905068	REP	6906
KF361475	KF361475	REP	6907
KU504502	KU504502	MEM	6907
AF125163	AF125163	MEM	6907
KX058879	KX058879	MEM	6907
MK416018	MK416018	REP	6908
MK422452	MK422452	REP	6909
KY705277	KY705277	REP	6910
HM770079	HM770079	REP	6911
OK490408	OK490408	REP	6912
LC644971	LC644971	REP	6913
MG711464	MG711464	REP	6914
OL774877	OL774877	REP	6915
MW273926	MW273926	REP	6916
KX160204	KX160204	REP	6917
PQ109080	PQ109080	REP	6918
MT880870	MT880870	REP	6919
MK911750	MK911750	REP	6920
MH937472	MH937472	REP	6921
PQ189390	PQ189390	REP	6922
ON721385	ON721385	REP	6923
KY065467	KY065467	REP	6924
KF188410	KF188410	REP	6925
MW478290	MW478290	REP	6926
DQ674738	DQ674738	REP	6927
MK448820	MK448820	REP	6928
MH892373	MH892373	REP	6929
MF370965	MF370965	REP	6930
KY065464	KY065464	REP	6931
KY065466	KY065466	REP	6932
MN563793	MN563793	REP	6933
MK433578	MK433578	REP	6934
HG803181	HG803181	REP	6935
MK448865	MK448865	REP	6936
MK907237	MK907237	REP	6937
MK907239	MK907239	MEM	6937
MK907238	MK907238	MEM	6937
MK907236	MK907236	MEM	6937
AY251033	AY251033	MEM	6937
KX833211	KX833211	MEM	6937
OP880302	OP880302	MEM	6937
OP172701	OP172701	REP	6938
OP172704	OP172704	MEM	6938
OP172703	OP172703	MEM	6938
OP172702	OP172702	MEM	6938
OP172700	OP172700	MEM	6938
OP880301	OP880301	REP	6939
MT374858	MT374858	MEM	6939
ON146440	ON146440	MEM	6939
MT374855	MT374855	MEM	6939
OR545058	OR545058	MEM	6939
OR545059	OR545059	MEM	6939
MK448763	MK448763	REP	6940
MW560978	MW560978	REP	6941
OR296438	OR296438	REP	6942
MK448888	MK448888	REP	6943
KM882824	KM882824	REP	6944
KP137440	KP137440	REP	6945
LC768498	LC768498	REP	6946
MK448855	MK448855	REP	6947
MZ568828	MZ568828	REP	6948
OR545056	OR545056	REP	6949
OR545057	OR545057	MEM	6949
MT374857	MT374857	MEM	6949
ON146439	ON146439	MEM	6949
KU981050	KU981050	REP	6950
MN938931	MN938931	REP	6951
DQ394810	DQ394810	REP	6952
MN270265	MN270265	REP	6953
OR753717	OR753717	REP	6954
KF322032	KF322032	REP	6955
KC618326	KC618326	MEM	6955
MT647605	MT647605	REP	6956
DQ838728	DQ838728	REP	6957
OR199843	OR199843	MEM	6957
JQ660954	JQ660954	REP	6958
HG796225	HG796225	REP	6959
HG798901	HG798901	MEM	6959
LN681538	LN681538	MEM	6959
LK985321	LK985321	MEM	6959
JQ341413	JQ341413	REP	6960
AF063097	AF063097	REP	6961
MT002875	MT002875	REP	6962
MZ496293	MZ496293	REP	6963
MK448695	MK448695	REP	6964
KY271398	KY271398	REP	6965
OK490413	OK490413	MEM	6965
OK490436	OK490436	MEM	6965
OK490452	OK490452	MEM	6965
OK490448	OK490448	MEM	6965
OK490434	OK490434	MEM	6965
OK490442	OK490442	MEM	6965
OK490431	OK490431	MEM	6965
OK490455	OK490455	MEM	6965
OK490457	OK490457	MEM	6965
OK490445	OK490445	MEM	6965
OK490439	OK490439	MEM	6965
JQ809663	JQ809663	REP	6966
KC348598	KC348598	REP	6967
MK448981	MK448981	MEM	6967
MK448803	MK448803	MEM	6967
KT630645	KT630645	REP	6968
KT630646	KT630646	MEM	6968
AY082070	AY082070	REP	6969
KY065449	KY065449	REP	6970
KT337370	KT337370	REP	6971
OP434449	OP434449	REP	6972
OP947164	OP947164	REP	6973
KR060090	KR060090	REP	6974
MK448814	MK448814	REP	6975
PQ189330	PQ189330	REP	6976
OV696611	OV696611	REP	6977
MK448896	MK448896	REP	6978
U38906	U38906	REP	6979
MK448991	MK448991	REP	6980
MK448807	MK448807	MEM	6980
MK448805	MK448805	MEM	6980
MK448808	MK448808	MEM	6980
MK416009	MK416009	REP	6981
MK433580	MK433580	MEM	6981
MK433582	MK433582	MEM	6981
MK422454	MK422454	MEM	6981
MK416020	MK416020	MEM	6981
MK422449	MK422449	MEM	6981
MK416012	MK416012	MEM	6981
MH238466	MH238466	REP	6982
KY705263	KY705263	REP	6983
LN681540	LN681540	REP	6984
MK448882	MK448882	REP	6985
OM046627	OM046627	REP	6986
OM046628	OM046628	MEM	6986
MK202159	MK202159	REP	6987
OP172841	OP172841	REP	6988
OP323075	OP323075	REP	6989
PP754930	PP754930	REP	6990
KT337365	KT337365	REP	6991
JQ740790	JQ740790	REP	6992
JQ740792	JQ740792	MEM	6992
JQ740795	JQ740795	MEM	6992
JQ740813	JQ740813	MEM	6992
JQ740796	JQ740796	MEM	6992
JQ740789	JQ740789	MEM	6992
JQ740797	JQ740797	MEM	6992
JQ740804	JQ740804	MEM	6992
JQ740805	JQ740805	MEM	6992
JQ740808	JQ740808	MEM	6992
JQ740812	JQ740812	MEM	6992
JQ740807	JQ740807	MEM	6992
MH939157	MH939157	REP	6993
MK071653	MK071653	MEM	6993
KR091942	KR091942	REP	6994
KU678390	KU678390	REP	6995
KU678391	KU678391	MEM	6995
KU678389	KU678389	MEM	6995
MH892374	MH892374	MEM	6995
MH892365	MH892365	MEM	6995
MH892368	MH892368	MEM	6995
MH892370	MH892370	MEM	6995
MH892369	MH892369	MEM	6995
MH892372	MH892372	MEM	6995
MH892350	MH892350	MEM	6995
OK490420	OK490420	REP	6996
MK448838	MK448838	REP	6997
MK448828	MK448828	REP	6998
KY065469	KY065469	REP	6999
CP025901	CP025901	REP	7000
OK632026	OK632026	REP	7001
KX456212	KX456212	REP	7002
KX456207	KX456207	MEM	7002
AF242738	AF242738	MEM	7002
KY065483	KY065483	REP	7003
KX346248	KX346248	REP	7004
KX346243	KX346243	MEM	7004
KX346238	KX346238	MEM	7004
KX379664	KX379664	MEM	7004
KX346244	KX346244	MEM	7004
KX346247	KX346247	MEM	7004
KX379669	KX379669	MEM	7004
KP793119	KP793119	MEM	7004
KX379666	KX379666	MEM	7004
KX346239	KX346239	MEM	7004
KX346237	KX346237	MEM	7004
KX346236	KX346236	MEM	7004
KX346241	KX346241	MEM	7004
KX346240	KX346240	MEM	7004
KX346245	KX346245	MEM	7004
MK448881	MK448881	REP	7005
KX379673	KX379673	REP	7006
KX379672	KX379672	MEM	7006
KX346249	KX346249	MEM	7006
KX346250	KX346250	MEM	7006
KP793125	KP793125	MEM	7006
KP793126	KP793126	MEM	7006
KP793114	KP793114	MEM	7006
KP793120	KP793120	MEM	7006
KP793132	KP793132	MEM	7006
KP793131	KP793131	MEM	7006
KP793127	KP793127	MEM	7006
KX346242	KX346242	MEM	7006
KP793135	KP793135	MEM	7006
KP793122	KP793122	MEM	7006
KP793121	KP793121	MEM	7006
KM091444	KM091444	MEM	7006
KM091443	KM091443	MEM	7006
MG779474	MG779474	MEM	7006
MK301438	MK301438	MEM	7006
MK301440	MK301440	MEM	7006
KP793128	KP793128	MEM	7006
KP793130	KP793130	MEM	7006
MK301441	MK301441	MEM	7006
MT239398	MT239398	REP	7007
GU936715	GU936715	REP	7008
MK448901	MK448901	REP	7009
KJ564037	KJ564037	REP	7010
KJ564038	KJ564038	MEM	7010
KX119195	KX119195	REP	7011
OM140653	OM140653	REP	7012
OK665841	OK665841	REP	7013
OP172699	OP172699	REP	7014
MK448920	MK448920	REP	7015
MK448962	MK448962	REP	7016
OP926972	OP926972	REP	7017
MF448554	MF448554	REP	7018
KP792622	KP792622	REP	7019
LC667452	LC667452	REP	7020
GU323708	GU323708	REP	7021
KX774374	KX774374	REP	7022
KJ564036	KJ564036	REP	7023
OR777946	OR777946	REP	7024
OR199844	OR199844	REP	7025
AF011378	AF011378	MEM	7025
KF676640	KF676640	MEM	7025
PQ412991	PQ412991	REP	7026
MN552150	MN552150	REP	7027
MW041636	MW041636	MEM	7027
OQ025560	OQ025560	REP	7028
AY135739	AY135739	REP	7029
MZ420230	MZ420230	MEM	7029
KR073660	KR073660	REP	7030
MN689522	MN689522	REP	7031
KU678392	KU678392	REP	7032
KY065468	KY065468	REP	7033
KT887559	KT887559	REP	7034
OP172642	OP172642	REP	7035
OP172641	OP172641	MEM	7035
JQ740802	JQ740802	REP	7036
JQ740791	JQ740791	MEM	7036
JQ740788	JQ740788	MEM	7036
JQ740809	JQ740809	MEM	7036
JQ740814	JQ740814	MEM	7036
JQ740811	JQ740811	MEM	7036
JQ740793	JQ740793	MEM	7036
JQ740798	JQ740798	MEM	7036
JQ740794	JQ740794	MEM	7036
JQ740800	JQ740800	MEM	7036
JQ740810	JQ740810	MEM	7036
JQ740799	JQ740799	MEM	7036
JQ740801	JQ740801	MEM	7036
JQ740803	JQ740803	MEM	7036
JQ740806	JQ740806	MEM	7036
JQ740787	JQ740787	MEM	7036
MF448562	MF448562	REP	7037
MF448560	MF448560	REP	7038
PP058116	PP058116	REP	7039
HM461982	HM461982	MEM	7039
MF630922	MF630922	REP	7040
MN698240	MN698240	REP	7041
MN698246	MN698246	REP	7042
PQ189295	PQ189295	REP	7043
PQ189388	PQ189388	MEM	7043
MK448830	MK448830	REP	7044
MF448559	MF448559	REP	7045
CP062450	CP062450	REP	7046
PQ159899	PQ159899	REP	7047
KX456211	KX456211	REP	7048
KC182552	KC182552	REP	7049
U24159	U24159	REP	7050
KC182542	KC182542	REP	7051
KC182543	KC182543	MEM	7051
OQ240258	OQ240258	REP	7052
OQ680521	OQ680521	REP	7053
MT900487	MT900487	REP	7054
MZ368140	MZ368140	REP	7055
MT006234	MT006234	REP	7056
MN698248	MN698248	REP	7057
MT430910	MT430910	REP	7058
OP484843	OP484843	REP	7059
FJ848882	FJ848882	REP	7060
MN065183	MN065183	REP	7061
LC528882	LC528882	REP	7062
MH892371	MH892371	REP	7063
MK416008	MK416008	REP	7064
MG589387	MG589387	REP	7065
MK202160	MK202160	REP	7066
MK448815	MK448815	REP	7067
MN850656	MN850656	REP	7068
CP084202	CP084202	REP	7069
KM091442	KM091442	REP	7070
KP793124	KP793124	MEM	7070
KP793115	KP793115	MEM	7070
KX379670	KX379670	MEM	7070
KP793116	KP793116	MEM	7070
KP793105	KP793105	MEM	7070
KP793111	KP793111	MEM	7070
KX379671	KX379671	MEM	7070
KX346246	KX346246	MEM	7070
KP793129	KP793129	REP	7071
KP793117	KP793117	MEM	7071
KP793113	KP793113	MEM	7071
KP793118	KP793118	MEM	7071
MF448566	MF448566	REP	7072
MT006235	MT006235	REP	7073
EU340421	EU340421	REP	7074
MN016939	MN016939	REP	7075
MF448563	MF448563	REP	7076
PQ160474	PQ160474	REP	7077
KY661963	KY661963	MEM	7077
JQ867100	JQ867100	REP	7078
AF009630	AF009630	REP	7079
KP027015	KP027015	REP	7080
JX145342	JX145342	REP	7081
MK448914	MK448914	REP	7082
MK448963	MK448963	REP	7083
OQ383618	OQ383618	REP	7084
MN698245	MN698245	REP	7085
CP025907	CP025907	REP	7086
MN940572	MN940572	REP	7087
AY027935	AY027935	REP	7088
MF448569	MF448569	REP	7089
MK448912	MK448912	REP	7090
MK448890	MK448890	REP	7091
KX160219	KX160219	REP	7092
MG913376	MG913376	REP	7093
MW512572	MW512572	REP	7094
KP793123	KP793123	REP	7095
KX379667	KX379667	MEM	7095
KX379668	KX379668	MEM	7095
MK448842	MK448842	REP	7096
ON453896	ON453896	REP	7097
OR687460	OR687460	REP	7098
KR093627	KR093627	REP	7099
FN391954	FN391954	REP	7100
MN940570	MN940570	REP	7101
KX119200	KX119200	REP	7102
KX119201	KX119201	MEM	7102
PP599993	PP599993	REP	7103
OM515228	OM515228	REP	7104
AM749121	AM749121	REP	7105
MN882554	MN882554	REP	7106
MN882550	MN882550	MEM	7106
MK972711	MK972711	REP	7107
MK972710	MK972710	MEM	7107
MF448568	MF448568	REP	7108
JX564242	JX564242	REP	7109
KC182546	KC182546	REP	7110
AY739900	AY739900	REP	7111
KR153145	KR153145	REP	7112
MK448894	MK448894	REP	7113
MK448725	MK448725	MEM	7113
MG835450	MG835450	REP	7114
MN552144	MN552144	REP	7115
KX160209	KX160209	MEM	7115
KX160210	KX160210	MEM	7115
JX567312	JX567312	MEM	7115
KX160211	KX160211	MEM	7115
KX160206	KX160206	MEM	7115
MF775698	MF775698	REP	7116
MF775699	MF775699	MEM	7116
MF775700	MF775700	MEM	7116
MF775701	MF775701	MEM	7116
MF775702	MF775702	MEM	7116
MF775697	MF775697	MEM	7116
MF775696	MF775696	MEM	7116
MF775695	MF775695	MEM	7116
MF775694	MF775694	MEM	7116
MF775692	MF775692	MEM	7116
MF775693	MF775693	MEM	7116
MF775686	MF775686	MEM	7116
MF775691	MF775691	MEM	7116
MF775685	MF775685	MEM	7116
MF775680	MF775680	MEM	7116
MF775681	MF775681	MEM	7116
MF775684	MF775684	MEM	7116
MF775682	MF775682	MEM	7116
MF775683	MF775683	MEM	7116
MF775678	MF775678	MEM	7116
MF775673	MF775673	MEM	7116
MF775674	MF775674	MEM	7116
MF775672	MF775672	MEM	7116
MF775671	MF775671	MEM	7116
MF775675	MF775675	MEM	7116
MF775679	MF775679	MEM	7116
MF775689	MF775689	MEM	7116
MF775690	MF775690	MEM	7116
MF775688	MF775688	MEM	7116
MF775687	MF775687	MEM	7116
MF775677	MF775677	MEM	7116
MF775670	MF775670	MEM	7116
MF775669	MF775669	MEM	7116
MF775676	MF775676	MEM	7116
MW032477	MW032477	REP	7117
MW041632	MW041632	MEM	7117
MW041633	MW041633	MEM	7117
MF448565	MF448565	REP	7118
MF448557	MF448557	REP	7119
KX119177	KX119177	REP	7120
KC182550	KC182550	REP	7121
MH626557	MH626557	REP	7122
MF448561	MF448561	REP	7123
MF346933	MF346933	MEM	7123
MG253653	MG253653	MEM	7123
MG253650	MG253650	MEM	7123
MG253648	MG253648	MEM	7123
EU221285	EU221285	MEM	7123
KU160495	KU160495	REP	7124
MK448734	MK448734	REP	7125
MK448764	MK448764	REP	7126
MN940571	MN940571	REP	7127
MK448918	MK448918	REP	7128
MF448564	MF448564	REP	7129
MN689514	MN689514	REP	7130
MK448804	MK448804	REP	7131
KC182548	KC182548	REP	7132
KC182549	KC182549	MEM	7132
MK330684	MK330684	REP	7133
MH992513	MH992513	MEM	7133
MK448864	MK448864	REP	7134
MN688132	MN688132	REP	7135
KC522412	KC522412	REP	7136
MF448572	MF448572	REP	7137
KC182545	KC182545	REP	7138
DQ386162	DQ386162	REP	7139
AY135486	AY135486	REP	7140
KT630644	KT630644	MEM	7140
MK301437	MK301437	REP	7141
KP793108	KP793108	MEM	7141
U32222	U32222	REP	7142
OL774869	OL774869	REP	7143
KY065484	KY065484	REP	7144
OP172711	OP172711	REP	7145
OR188766	OR188766	REP	7146
KX119197	KX119197	REP	7147
DQ227763	DQ227763	REP	7148
DQ114220	DQ114220	REP	7149
CP002495	CP002495	REP	7150
CP124955	CP124955	MEM	7150
CP124962	CP124962	MEM	7150
CP124938	CP124938	MEM	7150
CP124942	CP124942	MEM	7150
CP091911	CP091911	MEM	7150
CP124941	CP124941	MEM	7150
CP124959	CP124959	MEM	7150
CP124949	CP124949	MEM	7150
CP124930	CP124930	MEM	7150
CP124952	CP124952	MEM	7150
CP124934	CP124934	MEM	7150
OQ240255	OQ240255	REP	7151
KX119174	KX119174	REP	7152
KX119206	KX119206	MEM	7152
MF276773	MF276773	REP	7153
MF448556	MF448556	REP	7154
HM480106	HM480106	REP	7155
MW041639	MW041639	REP	7156
MW041640	MW041640	MEM	7156
MF775705	MF775705	REP	7157
MF775703	MF775703	MEM	7157
MF775704	MF775704	MEM	7157
MH885472	MH885472	REP	7158
OL774868	OL774868	REP	7159
KY888143	KY888143	REP	7160
KY926699	KY926699	MEM	7160
KY926698	KY926698	MEM	7160
KP793112	KP793112	REP	7161
KP793107	KP793107	MEM	7161
KP793110	KP793110	MEM	7161
KX379665	KX379665	MEM	7161
MK972712	MK972712	REP	7162
MK972713	MK972713	MEM	7162
MK972714	MK972714	MEM	7162
MN689517	MN689517	REP	7163
MN689523	MN689523	MEM	7163
MG253647	MG253647	REP	7164
MG253652	MG253652	MEM	7164
MG253649	MG253649	MEM	7164
MG253651	MG253651	MEM	7164
KP793134	KP793134	REP	7165
MF919491	MF919491	REP	7166
KX119175	KX119175	REP	7167
KX879642	KX879642	REP	7168
KX119202	KX119202	REP	7169
MW161465	MW161465	REP	7170
KY926793	KY926793	REP	7171
KJ722067	KJ722067	MEM	7171
PQ198872	PQ198872	REP	7172
PQ198869	PQ198869	MEM	7172
PQ198871	PQ198871	MEM	7172
PQ198873	PQ198873	MEM	7172
MN940576	MN940576	REP	7173
KT894027	KT894027	MEM	7173
MN689524	MN689524	REP	7174
PP537606	PP537606	REP	7175
PP516624	PP516624	MEM	7175
PP516625	PP516625	MEM	7175
PP537607	PP537607	MEM	7175
PP599997	PP599997	MEM	7175
PP537605	PP537605	MEM	7175
PP537604	PP537604	MEM	7175
PP599996	PP599996	MEM	7175
PP599994	PP599994	MEM	7175
PP599995	PP599995	MEM	7175
PP516623	PP516623	MEM	7175
PP537603	PP537603	MEM	7175
