vOTU_ID	Module	Source
KM051843	F762_L438_UvsW_Gp41_RecA	ENA
KM058087	UvrB	ENA
KM083128	SNF2	ENA
KM101124	SNF2	ENA
KM190144	Gp4	ENA
KM199771	Y762_Gp4	ENA
KM224879	DnaB	ENA
KM233151	L762_SNF2	ENA
KM236239	Y762_L438_Gp4	ENA
KM236242	Dda	ENA
KM236245	L438_UvsW_Gp41_RecA	ENA
KM236246	L438_RecG_Gp41_RecA	ENA
KM242061	Y762_Gp4	ENA
KM272358	L762_SNF2	ENA
KM279937	SNF2	ENA
KM347889	SNF2	ENA
KM359505	L438_UvsW_Gp41_UvsX	ENA
KM360178	UvsW_Twinkle	ENA
KM363596	RecG	ENA
KM366096	Y762_Gp4	ENA
KM366097	Y762_Gp4	ENA
KM366098	SNF2	ENA
KM370384	Gp4	ENA
KM378617	F762_RecG	ENA
KM434184	RecD_SNF2	ENA
KM434185	UvsW	ENA
KM514685	DnaB	ENA
KM576124	F762	ENA
KM672662	Gp4	ENA
KM677185	L438_RecD	ENA
KM819694	F762_DnaB	ENA
KM819696	Gp4	ENA
KM879221	F762_Dda	ENA
KM879463	SNF2	ENA
KM896878	L762_SNF2	ENA
KM923971	RecG	ENA
KM979355	F762_L438_DnaB_DnaB	ENA
KM983327	L762_SNF2	ENA
KP007359	L438_Dda_UvsW_Gp41_UvsX	ENA
KP007361	L438_Dda_UvsW_Gp41_UvsX	ENA
KP007362	L438_Dda_UvsW_Gp41_UvsX	ENA
KP017311	F762_P438_Gp4	ENA
KP025626	Y762_Gp4	ENA
KP027015	UvrB	ENA
KP027199	Twinkle	ENA
KP027203	F762_RecB	ENA
KP027206	Twinkle	ENA
KP027446	F762_L438_UvsW_Gp41_RecA	ENA
KP054477	F762_UvsW_Gp41_RecA	ENA
KP085586	UvrB_Twinkle	ENA
KP090453	Y762_Gp4	ENA
KP090454	Y762_Gp4	ENA
KP137437	DnaB	ENA
KP137439	DnaB	ENA
KP143763	F762_L438_DnaB_DnaB	ENA
KP162168	F762_UvrB	ENA
KP202969	L762_SNF2	ENA
KP202970	L762_SNF2	ENA
KP202971	F762	ENA
KP208803	UvrB_Twinkle	ENA
KP211958	L438_UvsW_UvsW_Gp41_UvsX	ENA
KP273225	F762_P438_Gp4	ENA
KP280062	Dda	ENA
KP280063	F762_L438_UvsW_DnaB	ENA
KP296792	DnaB	ENA
KP296796	DnaB	ENA
KP343639	Y762_Gp4	ENA
KP682389	DnaB	ENA
KP696447	L438_DnaB	ENA
KP696448	L438_DnaB	ENA
KP708985	F762	ENA
KP719132	RecG	ENA
KP719133	RecG	ENA
KP735928	DnaB	ENA
KP774835	Gp4	ENA
KP790010	SNF2	ENA
KP790011	DnaB	ENA
KP792622	UvsW	ENA
KP792623	L762_SNF2	ENA
KP861231	DnaB	ENA
KP869109	Y762_L438_Gp4	ENA
KP876465	H762_RecG_Twinkle	ENA
KP881232	L438_UvsW_Gp41_UvsX	ENA
KP890823	L438_Dda_UvsW_Gp41_UvsX_UvsX	ENA
KP893290	DnaB	ENA
KP966108	Gp4	ENA
KP994596	SNF2	ENA
KR011061	L762_UvsW	ENA
KR011062	SNF2	ENA
KR011063	SNF2	ENA
KR052142	F762_RecD	ENA
KR052143	Y762_L438	ENA
KR052482	P438_RecD_UvsW_Gp41_UvsX	ENA
KR053195	SNF2	ENA
KR053199	Twinkle	ENA
KR053201	SNF2_Twinkle	ENA
KR060090	DnaB	ENA
KR063279	SNF2	ENA
KR063280	DnaB_RecA	ENA
KR063281	Y762_SNF2	ENA
KR072689	UvrB	ENA
KR080193	F762_P438_Gp4	ENA
KR080194	L762_UvsW	ENA
KR080199	L762_UvsW	ENA
KR080201	F762_RecB	ENA
KR093626	Twinkle	ENA
KR093627	Twinkle	ENA
KR093628	Twinkle	ENA
KR093630	RecB_RecD_UvrB_Twinkle	ENA
KR093633	Twinkle	ENA
KR093635	Twinkle	ENA
KR093641	UvsW_Twinkle	ENA
KR093642	UvsW	ENA
KR093647	UvsW_Twinkle	ENA
KR093648	UvsW	ENA
KR093652	UvsW	ENA
KR131750	SNF2_Twinkle	ENA
KR149290	F762	ENA
KR149291	Y762_Gp4	ENA
KR153873	Y762_Gp4	ENA
KR233164	F762_L438_DnaB_DnaB	ENA
KR262148	UvrB_Twinkle	ENA
KR269719	UvrB_Twinkle	ENA
KR270151	L762_SNF2	ENA
KR296685	Gp4	ENA
KR296694	Gp4	ENA
KR422353	F762_L438_DnaB_DnaB	ENA
KR534323	F762_L438_Gp4	ENA
KR604693	F762	ENA
KR781488	UvsW_Twinkle	ENA
KR905066	DnaB	ENA
KR905067	UvrB_Twinkle	ENA
KR935213	UvrB	ENA
KR935215	UvrB	ENA
KR997929	F762_RecB	ENA
KR997934	F762_RecB	ENA
KT001912	DnaB	ENA
KT001913	DnaB	ENA
KT001914	F762_L438	ENA
KT001915	L438_Dda_UvsW_Gp41_UvsX	ENA
KT001916	Y762_L438_Gp4	ENA
KT004677	F762_P438_Gp4	ENA
KT021004	DnaB	ENA
KT070866	L438_DnaB	ENA
KT070867	L438_RecD	ENA
KT124229	P438	ENA
KT151957	P438_SNF2_DnaB_RecA	ENA
KT151959	L438_RecD	ENA
KT160311	UvsW	ENA
KT184391	P438	ENA
KT186229	P438	ENA
KT186243	L762_SNF2	ENA
KT206225	F762_P438_RecB	ENA
KT224359	F762_L438_UvsW_Gp41_RecA	ENA
KT253150	Twinkle	ENA
KT266805	P438_SNF2	ENA
KT281791	DnaB	ENA
KT281795	SNF2	ENA
KT287080	L762_SNF2	ENA
KT307976	F762_L438_UvsW_Gp41_RecA	ENA
KT309034	SNF2	ENA
KT321314	Y762_Gp4	ENA
KT321316	SNF2	ENA
KT345706	F762_L438_UvsW_DnaB	ENA
KT353109	Y762_L438	ENA
KT361657	UvsW	ENA
KT363731	F762_RecB	ENA
KT367886	F762	ENA
KT381879	F762	ENA
KT438500	F762_RecB	ENA
KT454805	Y762_L438_Gp4	ENA
KT454806	Y762_L438_Gp4	ENA
KT588072	SNF2_Twinkle	ENA
KT588075	DnaB	ENA
KT588442	F762_P438_Gp4	ENA
KT624200	F762_L438_RecG_DnaB_RecA	ENA
KT716399	F762_UvrB	ENA
KT717084	UvrB_Twinkle	ENA
KT724718	DnaB	ENA
KT803874	DnaB	ENA
KT803876	DnaB	ENA
KT818595	F762	ENA
KT820175	SNF2	ENA
KT825490	UvrB_Twinkle	ENA
KT852574	Y762_Gp4	ENA
KT895374	L438_RecD	ENA
KT919973	L438_Dda_UvsW_UvsW_Gp41_UvsX	ENA
KT932699	L762_DnaB	ENA
KT932701	SNF2_Twinkle	ENA
KT949345	F762	ENA
KT964103	F762	ENA
KT968831	DnaB	ENA
KT970645	RecA	ENA
KT989433	H762_RecG_Twinkle	ENA
KT990215	Y762_Gp4	ENA
KU052488	DnaB	ENA
KU064779	Y762_Gp4	ENA
KU130130	L438	ENA
KU160494	L438_Dda_UvsW_Gp41	ENA
KU160496	DnaB	ENA
KU160645	F762_SNF2	ENA
KU160650	Y762_SNF2	ENA
KU160661	F762_SNF2	ENA
KU160672	F762_SNF2	ENA
KU183006	Y762_Gp4	ENA
KU189325	H762_RecG_Twinkle	ENA
KU194205	UvrB_Twinkle	ENA
KU197013	F762	ENA
KU197014	UvsW	ENA
KU199710	DnaB	ENA
KU234532	UvrB	ENA
KU234533	UvrB	ENA
KU253712	F762_L438_UvsW_Gp41_RecA	ENA
KU310943	DnaB	ENA
KU310944	F762	ENA
KU356691	F762_Dda	ENA
KU510289	DnaB	ENA
KU530220	H762_RecG_Twinkle	ENA
KU535860	L438_Gp4	ENA
KU574722	L438_Dda_UvsW_Gp41_UvsX	ENA
KU594605	L438_UvsW_Gp41_UvsX	ENA
KU594606	L438_UvsW_UvsW_Gp41_UvsX	ENA
KU598975	DnaB	ENA
KU599879	PcrA_RecD_UvrB	ENA
KU640380	F762_L438_RecG_Gp41_RecA	ENA
KU665491	F762_L438_Gp41	ENA
KU666550	F762	ENA
KU682439	L438_UvsW_Gp41_UvsX	ENA
KU686192	L438_UvsW_Gp41_UvsX	ENA
KU686199	L438_UvsW_Gp41_UvsX	ENA
KU686203	L438_UvsW_Gp41_UvsX	ENA
KU686206	L438_UvsW_UvsW_Gp41_UvsX	ENA
KU686208	L438_UvsW_Gp41_UvsX	ENA
KU686210	L438_UvsW_Gp41_UvsX	ENA
KU686211	L438_UvsW_Gp41_UvsX	ENA
KU687349	Y762_Gp4	ENA
KU687351	Y762_Gp4	ENA
KU708005	Twinkle	ENA
KU737344	L438_RecG_Gp41_RecA	ENA
KU737346	F762_L438_RecG_Gp41_RecA	ENA
KU737348	F762_L438_RecG_Gp41_RecA	ENA
KU737349	L438_UvsW_Gp41_RecA	ENA
KU747973	UvsW	ENA
KU760857	DnaB	ENA
KU761558	F762_P438_Gp4	ENA
KU761559	F762_P438_Gp4	ENA
KU836751	RecB_DnaB	ENA
KU847400	L438_RecG_Gp41_RecA	ENA
KU848187	UvrB	ENA
KU862660	L438_UvrD	ENA
KU867307	L438_Dda_UvsW_Gp41_UvsX	ENA
KU873925	L438_UvsW_Gp41_UvsX	ENA
KU927491	DnaB	ENA
KU927497	F762_L438_DnaB_DnaB	ENA
KU927499	Y762_Gp4	ENA
KU927500	SNF2	ENA
KU935715	L438_UvsW_Gp4_RecA	ENA
KU935731	SNF2	ENA
KU946962	Gp4	ENA
KU981050	DnaB	ENA
KU998243	SNF2	ENA
KU998245	DnaB	ENA
KU998247	DnaB	ENA
KU998252	SNF2	ENA
KX011169	F762_L438_RecG_Gp41_RecA	ENA
KX017520	UvrB_Twinkle	ENA
KX066068	F762	ENA
KX077896	L762_SNF2_Twinkle	ENA
KX078568	Y762_Gp4	ENA
KX078569	L438_Dda_UvsW_Gp41_UvsX	ENA
KX130960	UvrB_Twinkle	ENA
KX147096	L438_UvsW_Gp41_UvsX	ENA
KX147229	L438_RecG_Gp41_RecA	ENA
KX156762	DnaB	ENA
KX160216	UvrB	ENA
KX160218	UvrB	ENA
KX160220	UvrB_Twinkle	ENA
KX171211	L438_UvsW_Gp41_UvsX	ENA
KX171213	F762_L438_UvsW_Gp41_RecA	ENA
KX190835	SNF2_Twinkle	ENA
KX196154	RecG	ENA
KX211991	F762	ENA
KX231828	UvsW_Twinkle	ENA
KX237514	F762	ENA
KX237515	UvrB_Twinkle	ENA
KX241618	L762_L438_SNF2	ENA
KX245890	L438_Dda_UvsW_Gp41_UvsX	ENA
KX268652	DnaB	ENA
KX278418	F762	ENA
KX278419	F762	ENA
KX344445	P438	ENA
KX349230	L438_UvsW_Gp41_UvsX	ENA
KX349293	L438_UvsW_UvsW_Gp41_UvsX	ENA
KX349297	L438_UvsW_UvsW_Gp41_UvsX	ENA
KX349303	L438_UvsW_Gp41_UvsX	ENA
KX349324	L438_UvsW_Gp41_UvsX	ENA
KX349903	L438_RecG_Gp41_RecA	ENA
KX365747	F762_RecD	ENA
KX365748	DnaB	ENA
KX369584	F762_RecB	ENA
KX369586	F762_RecB	ENA
KX443552	L438_Dda_UvsW_Gp41_UvsX	ENA
KX456213	UvrB_Twinkle	ENA
KX501136	UvsW_DnaB	ENA
KX507045	DnaB	ENA
KX507046	L438_Gp4	ENA
KX523699	UvrB_Twinkle	ENA
KX534335	L762_SNF2	ENA
KX534341	L762_SNF2	ENA
KX557272	DnaB	ENA
KX557278	F762_SNF2	ENA
KX557281	SNF2	ENA
KX557288	SNF2_Twinkle	ENA
KX576640	F762_SNF2	ENA
KX579975	F762_P438_Gp4	ENA
KX585252	F762_P438_Gp4	ENA
KX587949	F762	ENA
KX640831	F762_P438_Gp4	ENA
KX641260	F762_P438_Gp4	ENA
KX641263	F762_P438_Gp4	ENA
KX649889	L762_SNF2	ENA
KX657793	F762_P438_Gp4	ENA
KX660669	F762	ENA
KX683423	F762_P438_Gp4	ENA
KX683875	F762_P438_Gp4	ENA
KX712071	Y762_Gp4	ENA
KX712237	F762_P438_Gp4	ENA
KX712238	F762_RecB	ENA
KX752698	SNF2_DnaB_RecA	ENA
KX756572	F762	ENA
KX774321	L438_Gp41_RecA	ENA
KX776161	DnaB	ENA
KX808131	SNF2	ENA
KX815338	P438	ENA
KX822733	L438_Gp4	ENA
KX827369	DnaB	ENA
KX828710	UvrB_Twinkle	ENA
KX845404	F762_L438_DnaB_DnaB	ENA
KX856662	F762	ENA
KX879641	UvrB_Twinkle	ENA
KX889068	F762_L438	ENA
KX911187	DnaB	ENA
KX912252	DnaB	ENA
KX925554	F762_A438_SNF2_Gp41_RecA	ENA
KX961630	F762_L438_UvsW_Gp41_RecA	ENA
KX961632	F762_L438_RecG_Gp41_RecA	ENA
KX982260	UvsW_Twinkle	ENA
KY000079	Gp4	ENA
KY000081	F762	ENA
KY000082	RecD_SNF2	ENA
KY000219	L762_L438_RecD_SNF2	ENA
KY002061	UvrB_Twinkle	ENA
KY056619	SNF2	ENA
KY065148	Dda	ENA
KY065149	F762_DnaB	ENA
KY083059	F762_P438_Gp4	ENA
KY083726	F762_RecD	ENA
KY084243	Y762_Gp4	ENA
KY087993	Twinkle	ENA
KY114934	F762_L438_DnaB_DnaB	ENA
KY117485	F762	ENA
KY176369	L762_SNF2	ENA
KY203335	SNF2	ENA
KY223999	DnaB	ENA
KY250034	Y762_Gp4	ENA
KY250035	Y762_Gp4	ENA
KY268295	F762	ENA
KY290955	L438_Dda_UvsW_Gp41_UvsX	ENA
KY295892	Y762_Gp4	ENA
KY295895	L762_SNF2	ENA
KY295896	L762_SNF2	ENA
KY295898	L762_SNF2	ENA
KY296500	DnaB	ENA
KY303907	L762_DnaB	ENA
KY316062	F762	ENA
KY318515	F762	ENA
KY348865	SNF2	ENA
KY363465	L438_UvsW_DnaB	ENA
KY379511	SNF2	ENA
KY379853	H762_SNF2	ENA
KY381600	DnaB	ENA
KY385381	DnaB	ENA
KY385423	F762	ENA
KY389315	Y762_Gp4	ENA
KY389316	Y762_Gp4	ENA
KY398841	UvrB_Twinkle	ENA
KY448244	F762_SNF2_DnaB_RecA	ENA
KY464836	F762_DnaB	ENA
KY471268	DnaB	ENA
KY471460	F762_P438_RecB_Gp4	ENA
KY514263	L438	ENA
KY549443	UvsW_Gp41_RecA	ENA
KY549659	F762_RecD	ENA
KY554762	UvrB	ENA
KY554767	UvrB	ENA
KY554771	RecD	ENA
KY554773	RecD	ENA
KY554777	RecD	ENA
KY555145	Y762_L438_RecD_SNF2	ENA
KY565347	DnaB	ENA
KY593455	L438_Dda_UvsW_Gp41_UvsX	ENA
KY606587	F762_P438_PcrA_RecD_UvrD_SNF2	ENA
KY622015	UvrB	ENA
KY626163	SNF2	ENA
KY629563	Y762_L438_RecD_SNF2	ENA
KY652723	Y762_Gp4	ENA
KY652725	Y762_Gp4	ENA
KY652726	L438_Gp4	ENA
KY653127	L762_SNF2	ENA
KY653129	RecG_Twinkle	ENA
KY670595	DnaB	ENA
KY684082	F762	ENA
KY694971	UvrB_Twinkle	ENA
KY697807	UvrB	ENA
KY702574	SNF2	ENA
KY703222	L438_Dda_UvsW_Gp41_UvsX	ENA
KY705256	UvrB_Twinkle	ENA
KY705262	UvrB_Twinkle	ENA
KY705263	UvrB_Twinkle	ENA
KY705266	RecG_Twinkle	ENA
KY705268	UvrB_Twinkle	ENA
KY705270	UvrB_Twinkle	ENA
KY705272	RecG_Twinkle	ENA
KY705275	UvrB_Twinkle	ENA
KY705278	RecG_Twinkle	ENA
KY705287	UvrB_Twinkle	ENA
KY707339	DnaB	ENA
KY709296	L438_Gp4	ENA
KY709687	DnaB	ENA
KY742649	UvrB_Twinkle	ENA
KY744240	Twinkle	ENA
KY744566	Y762_Gp4	ENA
KY794642	F762_L438_UvsW_Gp41_RecA	ENA
KY798216	F762_P438	ENA
KY829116	DnaB	ENA
KY860935	UvrB_Twinkle	ENA
KY883635	Y762_L438_Gp4	ENA
KY883651	Y762_Gp4	ENA
KY883656	L762_SNF2	ENA
KY888882	F762_L438_UvsW_Gp41_RecA	ENA
KY888885	F762_Gp4	ENA
KY914485	L438_UvsW	ENA
KY926791	RecG	ENA
KY940711	P438_PcrA_Gp4	ENA
KY945355	Twinkle	ENA
KY953156	F762	ENA
KY962008	Y762_Gp4	ENA
KY965064	SNF2	ENA
KY965065	F762_P438_Gp4	ENA
KY971609	SNF2	ENA
KY971610	L438_Dda_UvsW_Gp41_UvsX	ENA
KY971611	Y762_Gp4	ENA
KY979108	DnaB	ENA
KY979132	L438_UvsW_Gp41_UvsX	ENA
KY981271	Gp4	ENA
KY981272	F762_DnaB	ENA
KY982929	UvrB	ENA
KY984068	F762_SNF2_DnaB_RecA	ENA
LC063634	F762	ENA
LC121084	L438_UvsW_Gp41_UvsX	ENA
LC168164	L438_SNF2_UvsW	ENA
LC216347	Y762_Gp4	ENA
LC371242	L438_Dda_UvsW_Gp41_UvsX	ENA
LC373201	L438_UvsW_Gp41_UvsX	ENA
LC375533	F762	ENA
LC413193	Y762_Gp4	ENA
LC413194	Y762_Gp4	ENA
LC413195	Y762_Gp4	ENA
LC472881	RecD_SNF2	ENA
LC473039	L438_Gp4	ENA
LC483177	L438_PcrA_Gp4	ENA
LC487410	F762_L438_UvsW_DnaB	ENA
LC487996	DnaB	ENA
LC487997	DnaB	ENA
LC507823	SNF2	ENA
LC516895	UvrB_Twinkle	ENA
LC519601	Y762_L438	ENA
LC547238	L762	ENA
LC552830	UvsW	ENA
LC553734	Y762_Gp4	ENA
LC553735	Gp4	ENA
LC553736	L762_SNF2	ENA
LC554890	F762_L438	ENA
LC557520	UvsW_Gp41_RecA	ENA
LC576631	UvsW	ENA
LC592711	L438	ENA
LC597490	L438_PcrA_SNF2_DnaB_RecA	ENA
LC623721	SNF2_Twinkle	ENA
LC625742	RecG_Twinkle	ENA
LC647030	F762_L438_UvsW_Gp41_RecA	ENA
LC648442	F762_UvsW_Gp41_RecA	ENA
LC648443	Gp4	ENA
LC667451	SNF2	ENA
LC667452	Gp4	ENA
LC739534	Y762_L438_UvrD_Gp4	ENA
LC739539	Y762_L438_UvrD_Gp4	ENA
LC754405	P438_SNF2_DnaB	ENA
LC765218	L438_SNF2	ENA
LC768462	Y762_Gp4	ENA
LC768476	UvrB	ENA
LC776701	F762	ENA
LC778249	L438_Dda_UvsW_Gp41_UvsX	ENA
LC778250	L762_SNF2	ENA
LC778449	F762_DnaB	ENA
LC785692	F762_L438_UvsW_Gp41_RecA	ENA
LC788705	F762_L438_DnaB_DnaB	ENA
LC788706	F762_L438_DnaB_DnaB	ENA
LC788707	F762_L438_DnaB_DnaB	ENA
LC799501	Y762_Gp4	ENA
LC801235	L438_Gp4	ENA
LC819007	L438_SNF2	ENA
LN610574	F762	ENA
LN610575	Y762_L438	ENA
LN610578	Y762_Gp4	ENA
LN610581	Y762_L438_UvrD	ENA
LN610584	L762_L438_RecD_SNF2	ENA
LN681537	RecB	ENA
LN878149	F762	ENA
LN881725	UvrB	ENA
LN881731	L762_SNF2	ENA
LN885237	UvrB_Twinkle	ENA
LN890663	RecG	ENA
LR990833	SNF2_Twinkle	ENA
LR991625	SNF2_Twinkle	ENA
LT598654	F762_SNF2_DnaB_RecA	ENA
LT960551	L438_Dda_UvsW_Gp41_UvsX	ENA
LT960608	L438_UvsW_Gp41_RecA	ENA
LT960609	L762_SNF2	ENA
LT960610	F762_L438_SNF2_UvsW_Gp41_RecA	ENA
LT962379	Y762_Gp4	ENA
LT985572	Twinkle	ENA
LT985582	UvrB_Twinkle	ENA
LT985586	Twinkle	ENA
LT992259	SNF2	ENA
LT993229	UvrB_Twinkle	ENA
LT996080	Twinkle	ENA
MF033347	F762	ENA
MF033349	F762	ENA
MF034659	Y762_Gp4	ENA
MF036692	L438_Dda_UvsW_Gp41_UvsX	ENA
MF042360	L438	ENA
MF063068	L438_SNF2	ENA
MF074189	L762_SNF2	ENA
MF093736	UvrB_Twinkle	ENA
MF140403	F762_P438_Gp4	ENA
MF140414	DnaB	ENA
MF140416	Twinkle	ENA
MF140418	SNF2	ENA
MF140427	SNF2	ENA
MF140434	SNF2	ENA
MF141539	F762_P438_Gp4	ENA
MF150911	L762_SNF2	ENA
MF153391	L762_SNF2	ENA
MF155946	P438_Gp41_RecA	ENA
MF158037	L762_SNF2	ENA
MF158038	RecG	ENA
MF158039	UvrB_Twinkle	ENA
MF158042	UvrB_Twinkle	ENA
MF161328	SNF2	ENA
MF172979	L762_RecD_SNF2_SNF2_SNF2	ENA
MF185718	SNF2	ENA
MF185719	RecG	ENA
MF185722	Twinkle	ENA
MF185728	DnaB	ENA
MF185731	Y762_SNF2	ENA
MF278336	F762_L438_DnaB	ENA
MF285618	SNF2	ENA
MF285619	L438_UvsW_Gp41_UvsX	ENA
MF288917	L438_RecG_Gp41_RecA	ENA
MF324902	F762_P438_Gp4	ENA
MF324904	F762_P438_Gp4	ENA
MF324908	Twinkle	ENA
MF324910	DnaB	ENA
MF324911	Twinkle	ENA
MF324914	Twinkle	ENA
MF324915	Twinkle	ENA
MF327005	Y762_L438_Gp4	ENA
MF346584	DnaB	ENA
MF347637	P438_Gp41_RecA	ENA
MF347639	P438_Gp41_RecA	ENA
MF351863	L438_UvsW_UvsW_Gp41_UvsX	ENA
MF356679	SNF2	ENA
MF360958	L438_RecG_UvsW_Gp41	ENA
MF370965	DnaB	ENA
MF373841	Twinkle	ENA
MF374379	UvrB	ENA
MF375456	F762	ENA
MF377440	Twinkle	ENA
MF402939	F762_L438_DnaB_DnaB	ENA
MF403005	F762	ENA
MF403007	L438_UvsW_Gp41	ENA
MF403008	L438_UvsW_Gp41_UvsX	ENA
MF418016	L438_RecG_DnaB_RecA	ENA
MF428478	DnaB	ENA
MF431252	L762_SNF2	ENA
MF431615	Y762_P438_Gp4	ENA
MF431616	Y762_P438_Gp4	ENA
MF431735	F762_L438_DnaB_DnaB	ENA
MF431736	F762_L438_DnaB_DnaB	ENA
MF459647	SNF2	ENA
MF472893	F762_P438	ENA
MF472895	F762_P438_Gp4	ENA
MF472896	F762_P438_Gp4	ENA
MF477236	L762_UvsW	ENA
MF490237	SNF2	ENA
MF497422	PcrA	ENA
MF537628	F762_P438_Gp4	ENA
MF541409	P438	ENA
MF547662	P438	ENA
MF580764	UvrB_Twinkle	ENA
MF612071	F762	ENA
MF612073	RecG	ENA
MF614100	UvrB_Twinkle	ENA
MF621978	F762	ENA
MF630921	Y762_Gp4	ENA
MF663761	UvsW	ENA
MF663786	RecD_RecG_SNF2_SNF2_Twinkle	ENA
MF668270	SNF2	ENA
MF668275	L762_SNF2_Twinkle	ENA
MF668279	Y762_SNF2	ENA
MF668280	SNF2_DnaB_RecA	ENA
MF668283	F762_RecB	ENA
MF668285	F762_SNF2	ENA
MF668286	L438_RecD_Gp41_RecA	ENA
MF678788	SNF2_Twinkle	ENA
MF678789	SNF2_Twinkle	ENA
MF678790	SNF2_Twinkle	ENA
MF695815	UvsW_Twinkle	ENA
MF766044	P438	ENA
MF766045	P438	ENA
MF766046	P438	ENA
MF766047	P438	ENA
MF787246	F762_UvsW_Gp41_RecA	ENA
MF893340	L438	ENA
MF893341	Y762_Gp4	ENA
MF919490	F762_P438_Gp4	ENA
MF919495	SNF2_DnaB_RecA	ENA
MF919498	F762_P438_Gp4	ENA
MF919501	SNF2	ENA
MF919536	F762_P438_Gp4	ENA
MF959998	SNF2_Twinkle	ENA
MF959999	Twinkle	ENA
MF974396	DnaB	ENA
MF975638	H762_RecG_Twinkle	ENA
MF979563	Y762_L438	ENA
MF979564	F762_L438_DnaB_DnaB	ENA
MF988720	L438_UvrD	ENA
MF999224	DnaB	ENA
MG009575	DnaB_RecA	ENA
MG018926	RecD_SNF2	ENA
MG018927	L438_RecG_Gp41_RecA	ENA
MG018928	F762_Dda	ENA
MG018929	Y762	ENA
MG018930	Y762_L438	ENA
MG030346	SNF2	ENA
MG030347	L438_UvsW_DnaB	ENA
MG050172	UvrB_Twinkle	ENA
MG065636	UvrB_Twinkle	ENA
MG065638	UvrB_Twinkle	ENA
MG065643	UvrB_Twinkle	ENA
MG065644	L438	ENA
MG065648	L762_SNF2	ENA
MG065667	UvrB_Twinkle	ENA
MG065668	L438_Gp4	ENA
MG065669	UvrB_Twinkle	ENA
MG065686	RecG	ENA
MG065687	UvrB_Twinkle	ENA
MG065688	UvrB_Twinkle	ENA
MG065692	F762_L438_DnaB_DnaB	ENA
MG099933	L762_SNF2	ENA
MG099936	SNF2	ENA
MG099938	F762_P438_Gp4	ENA
MG099945	F762_P438_Gp4	ENA
MG099947	F762_P438	ENA
MG099950	SNF2	ENA
MG189906	F762_DnaB_RecA	ENA
MG198777	L438_SNF2_Twinkle	ENA
MG198779	F762_SNF2	ENA
MG198783	L762_UvsW	ENA
MG198784	L762_UvsW	ENA
MG201401	F762_DnaB	ENA
MG208881	F762_Dda	ENA
MG209611	DnaB	ENA
MG214783	UvrB	ENA
MG250484	L438_Dda_UvsW_Gp41_UvsX	ENA
MG250486	Y762_L438_Gp4	ENA
MG251388	UvsW	ENA
MG251390	Gp4	ENA
MG252615	L762_SNF2	ENA
MG252693	DnaB	ENA
MG264739	SNF2_Twinkle	ENA
MG271909	RecG_SNF2	ENA
MG428992	L438_UvsW_Gp41_UvsX	ENA
MG432137	UvrB	ENA
MG432151	Y762_Gp4	ENA
MG471392	Y762_Gp4	ENA
MG488277	Y762_Gp4	ENA
MG518519	Gp4	ENA
MG557979	UvsW_Gp41_RecA	ENA
MG575418	F762_DnaB	ENA
MG575419	F762_DnaB	ENA
MG575420	UvrB_Twinkle	ENA
MG575421	UvsW	ENA
MG581355	L762_SNF2	ENA
MG589386	Y762_Gp4	ENA
MG593800	F762_Twinkle	ENA
MG593801	L762_Twinkle	ENA
MG593802	P438	ENA
MG593803	F762_Twinkle	ENA
MG596800	F762_SNF2	ENA
MG603697	L438_Gp4	ENA
MG641885	L762_UvrD_SNF2	ENA
MG646668	L762_SNF2	ENA
MG649966	F762_L438_UvsW_DnaB	ENA
MG649967	F762_L438_UvsW_DnaB	ENA
MG655269	SNF2	ENA
MG673519	Gp4	ENA
MG674163	L762_PcrA_SNF2	ENA
MG676225	F762	ENA
MG676466	L438_Gp4	ENA
MG696114	L438_Dda_UvsW_Gp41_UvsX	ENA
MG696115	UvrB_Twinkle	ENA
MG708275	RecG_Twinkle	ENA
MG710528	UvsW_Twinkle	ENA
MG711462	SNF2	ENA
MG711464	UvsW	ENA
MG720308	SNF2	ENA
MG727697	UvsW	ENA
MG727702	DnaB	ENA
MG732930	UvrB_Twinkle	ENA
MG736918	Gp4	ENA
MG744354	DnaB	ENA
MG748547	L438_UvsW_Gp41_UvsX	ENA
MG748548	Y762_Gp4	ENA
MG752970	L438_UvsW_Gp41_UvsX	ENA
MG757153	P438_Gp41_RecA	ENA
MG757156	SNF2_Twinkle	ENA
MG757157	SNF2_Twinkle	ENA
MG765274	DnaB	ENA
MG765275	UvrB	ENA
MG765276	DnaB	ENA
MG765277	F762_UvsW_Gp41_RecA	ENA
MG765278	UvrB	ENA
MG765279	UvsW_Gp41_RecA	ENA
MG770214	SNF2	ENA
MG770379	L438_UvsW_Gp41_UvsX	ENA
MG775042	Gp4	ENA
MG775258	Y762_Gp4	ENA
MG775259	Y762_Gp4	ENA
MG775260	F762	ENA
MG775261	F762	ENA
MG784342	L762_SNF2	ENA
MG788324	UvrB	ENA
MG793454	F762_P438_Gp4	ENA
MG812491	L762_UvsW	ENA
MG820632	UvsX	ENA
MG832642	Y762_Gp4	ENA
MG835568	Y762_Gp4	ENA
MG835858	SNF2	ENA
MG845683	F762	ENA
MG845684	Y762_Gp4	ENA
MG845865	Y762_Gp4	ENA
MG878892	F762	ENA
MG922974	F762_Dda	ENA
MG925344	F762_RecB	ENA
MG925345	F762_SNF2	ENA
MG925355	F762_P438_Gp4	ENA
