vOTU_ID	genofeature_module
MF431616	Y762_P438_Gp4
MF431735	F762_L438_DnaB
MF431736	F762_L438_DnaB
MF459647	SNF2
MF472893	F762_P438
MF472895	F762_P438_Gp4
MF472896	F762_P438_Gp4
MF477236	L762_UvsW
MF490237	SNF2
MF497422	PcrA
MF537628	F762_P438_Gp4
MF541409	P438
MF547662	P438
MF580764	UvrB_Twinkle
MF612071	F762
MF612073	RecG
MF614100	UvrB_Twinkle
MF621978	F762
MF630921	Y762_Gp4
MF663761	UvsW
MF663786	RecD_RecG_SNF2_Twinkle
MF668270	SNF2
MF668275	L762_SNF2_Twinkle
MF668279	Y762_SNF2
MF668280	SNF2_DnaB_RecA
MF668283	F762_RecB
MF668285	F762_SNF2
MF668286	L438_RecD_Gp41_RecA
MF678788	SNF2_Twinkle
MF678789	SNF2_Twinkle
MF678790	SNF2_Twinkle
MF695815	UvsW_Twinkle
MF766044	P438
MF766045	P438
MF766046	P438
MF766047	P438
MF787246	F762_UvsW_Gp41_RecA
MF893340	L438
MF893341	Y762_Gp4
MF919490	F762_P438_Gp4
MF919495	SNF2_DnaB_RecA
MF919498	F762_P438_Gp4
MF919501	SNF2
MF919536	F762_P438_Gp4
MF959998	SNF2_Twinkle
MF959999	Twinkle
MF974396	DnaB
MF975638	H762_RecG_Twinkle
MF979563	Y762_L438
MF979564	F762_L438_DnaB
MF988720	L438_UvrD
MF999224	DnaB
MG009575	DnaB_RecA
MG018926	RecD_SNF2
MG018927	L438_RecG_Gp41_RecA
MG018928	F762_Dda
MG018929	Y762
MG018930	Y762_L438
MG030346	SNF2
MG030347	L438_UvsW_DnaB
MG050172	UvrB_Twinkle
MG065636	UvrB_Twinkle
MG065638	UvrB_Twinkle
MG065643	UvrB_Twinkle
MG065644	L438
MG065648	L762_SNF2
MG065667	UvrB_Twinkle
MG065668	L438_Gp4
MG065669	UvrB_Twinkle
MG065686	RecG
MG065687	UvrB_Twinkle
MG065688	UvrB_Twinkle
MG065692	F762_L438_DnaB
MG099933	L762_SNF2
MG099936	SNF2
MG099938	F762_P438_Gp4
MG099945	F762_P438_Gp4
MG099947	F762_P438
MG099950	SNF2
MG189906	F762_DnaB_RecA
MG198777	L438_SNF2_Twinkle
MG198779	F762_SNF2
MG198783	L762_UvsW
MG198784	L762_UvsW
MG201401	F762_DnaB
MG208881	F762_Dda
MG209611	DnaB
MG214783	UvrB
MG250484	L438_Dda_UvsW_Gp41_UvsX
MG250486	Y762_L438_Gp4
MG251388	UvsW
MG251390	Gp4
MG252615	L762_SNF2
MG252693	DnaB
MG264739	SNF2_Twinkle
MG271909	RecG_SNF2
MG428992	L438_UvsW_Gp41_UvsX
MG432137	UvrB
MG432151	Y762_Gp4
MG471392	Y762_Gp4
MG488277	Y762_Gp4
MG518519	Gp4
MG557979	UvsW_Gp41_RecA
MG575418	F762_DnaB
MG575419	F762_DnaB
MG575420	UvrB_Twinkle
MG575421	UvsW
MG581355	L762_SNF2
MG589386	Y762_Gp4
MG593800	F762_Twinkle
MG593801	L762_Twinkle
MG593802	P438
MG593803	F762_Twinkle
MG596800	F762_SNF2
MG603697	L438_Gp4
MG641885	L762_UvrD_SNF2
MG646668	L762_SNF2
MG649966	F762_L438_UvsW_DnaB
MG649967	F762_L438_UvsW_DnaB
MG655269	SNF2
MG673519	Gp4
MG674163	L762_PcrA_SNF2
MG676225	F762
MG676466	L438_Gp4
MG696114	L438_Dda_UvsW_Gp41_UvsX
MG696115	UvrB_Twinkle
MG708275	RecG_Twinkle
MG710528	UvsW_Twinkle
MG711462	SNF2
MG711464	UvsW
MG720308	SNF2
MG727697	UvsW
MG727702	DnaB
MG732930	UvrB_Twinkle
MG736918	Gp4
MG744354	DnaB
MG748547	L438_UvsW_Gp41_UvsX
MG748548	Y762_Gp4
MG752970	L438_UvsW_Gp41_UvsX
MG757153	P438_Gp41_RecA
MG757156	SNF2_Twinkle
MG757157	SNF2_Twinkle
MG765274	DnaB
MG765275	UvrB
MG765276	DnaB
MG765277	F762_UvsW_Gp41_RecA
MG765278	UvrB
MG765279	UvsW_Gp41_RecA
MG770214	SNF2
MG770379	L438_UvsW_Gp41_UvsX
MG775042	Gp4
MG775258	Y762_Gp4
MG775259	Y762_Gp4
MG775260	F762
MG775261	F762
MG784342	L762_SNF2
MG788324	UvrB
MG793454	F762_P438_Gp4
MG812491	L762_UvsW
MG820632	UvsX
MG832642	Y762_Gp4
MG835568	Y762_Gp4
MG835858	SNF2
MG845683	F762
MG845684	Y762_Gp4
MG845865	Y762_Gp4
MG878892	F762
MG922974	F762_Dda
MG925344	F762_RecB
MG925345	F762_SNF2
MG925355	F762_P438_Gp4
MG944220	F762_RecB
MG944221	F762_RecB
MG944226	F762_SNF2
MG944229	L762_RecG
MG948468	UvrB
MG962361	SNF2
MG962366	SNF2_DnaB_RecA
MG962370	F762_RecB
MG966531	Y762_Gp4
MG967618	L438_DnaB
MG969404	Y762_L438_Gp4
MG972768	F762
MG973030	L438_UvsW_Gp41_UvsX
MG983742	L438_DnaB
MG983743	F762_Dda
MG983840	Y762
MG986485	DnaB
MH000603	UvrB_Twinkle
MH001447	SNF2_Twinkle
MH001458	F762_RecB
MH001460	P438
MH015255	Y762_L438_RecD_SNF2
MH015256	F762_P438_Dda
MH015257	F762_P438_Dda
MH015258	SNF2
MH019215	SNF2_Twinkle
MH019216	SNF2_Twinkle
MH020236	F762_RecB
MH020237	F762_P438_Gp4
MH020239	F762_P438_Gp4
MH020240	F762_P438_Gp4
MH023293	RecG
MH028956	F762_L438_UvsW_Gp41_RecA
MH031343	Y762_Gp4
MH045555	F762_SNF2
MH045566	F762_Twinkle
MH045567	F762_Twinkle
MH047631	F762_SNF2
MH051334	L762_SNF2
MH051335	RecD_SNF2
MH051911	UvrB_Twinkle
MH051913	L438_Dda_UvsW_Gp41_UvsX
MH051914	L438_Gp4
MH051917	L438_Dda_UvsW_Gp41_UvsX
MH059633	RecD_SNF2
MH059634	RecG
MH059635	F762_Dda
MH059636	L438_Dda_UvsW_Gp41_UvsX
MH059637	Gp4
MH059639	Y762_Gp4
MH102284	UvrB_Twinkle
MH107246	L438_UvsW_Gp41_UvsX
MH107770	F762
MH128984	DnaB
MH133207	L438
MH153807	L438_Gp41_RecA
MH153810	L762_UvsW
MH153812	L438_Gp41_RecA
MH155865	SNF2
MH155870	Y762_P438
MH171094	P438
MH172262	Y762_Gp4
MH172263	Y762_Gp4
MH172264	Y762_Gp4
MH178096	DnaB
MH179472	Y762_Gp4
MH179473	F762
MH179474	UvsW_Twinkle
MH179477	Dda_UvsW_Gp41
MH179480	F762
MH183162	F762_SNF2
MH191395	RecD_SNF2
MH203384	SNF2_Twinkle
MH220877	UvrB
MH229862	F762_SNF2
MH229864	F762_SNF2
MH229865	F762_SNF2
MH230876	F762_RecB
MH248138	F762_SNF2_DnaB_RecA
MH248947	P438
MH252365	UvsW
MH268168	Y762_Gp4
MH271298	F762_Twinkle
MH271302	F762_SNF2
MH271305	L762_UvsW
MH271313	SNF2_Twinkle
MH271318	L762_UvsW
MH271320	F762
MH285980	UvrB_Twinkle
MH316564	SNF2
MH316566	F762_P438_Gp4
MH321490	F762_L438_UvsW_Gp41_RecA
MH321493	UvrB_Twinkle
MH355583	SNF2_Twinkle
MH356730	L438_DnaB
MH358359	L762_SNF2
MH358458	F762_Dda
MH362766	UvsW
MH363700	L438_UvsW_Gp41_UvsX
MH363708	UvrB
MH370375	F762_L438_DnaB
MH370376	F762_L438_DnaB
MH370387	DnaB
MH371113	Twinkle
MH371115	SNF2
MH371120	SNF2
MH371123	SNF2
MH375074	SNF2_Twinkle
MH375596	UvrB_Twinkle
MH375600	UvrB_Twinkle
MH375644	L438_UvsW_Gp41_UvsX
MH382198	Y762_Gp4
MH382836	F762_Dda
MH399771	SNF2
MH412654	L438_UvsW_Gp41_UvsX
MH426726	RecG
MH431930	SNF2_Twinkle
MH431931	DnaB
MH431936	DnaB
MH443100	DnaB
MH445380	SNF2_DnaB
MH445500	UvsW_Twinkle
MH450130	F762_RecB
MH450133	F762_RecB
MH454076	L438
MH454078	DnaB
MH458951	L762
MH460459	Y762_Gp4
MH460461	F762_SNF2_DnaB_RecA
MH460462	F762_SNF2_DnaB_RecA
MH460463	F762_SNF2_DnaB_RecA
MH460825	L438_DnaB
MH464253	Y762_Gp4
MH479914	L762_UvsW
MH479923	SNF2
MH487649	F762_L438_UvsW_Gp41_RecA
MH491167	Y762_Gp4
MH491968	UvrB_Twinkle
MH494197	L438_Gp41_UvsX
MH509441	F762_P438_Gp4
MH509442	Twinkle
MH509447	F762_Twinkle
MH513984	F762_P438_Gp4
MH513985	F762_P438_RecB_Gp4
MH517022	L438_UvsW_Gp41
MH518298	Y762_Gp4
MH533020	Y762_L438
MH536814	P438_Gp41_RecA
MH536815	F762_SNF2
MH540083	Gp4
MH553517	L762_SNF2_Twinkle
MH576960	SNF2_Twinkle
MH576962	H762_RecB_SNF2_DnaB
MH576965	P438_Gp41_RecA
MH576966	RecG
MH576968	P438_Gp41_RecA
MH576973	DnaB
MH576974	F762_RecB
MH576975	F762_RecB
MH579717	Y762_L438_Gp4
MH587638	Y762_Gp4
MH588544	Y762_L438_RecD_SNF2
MH588545	Y762_L438_RecD_SNF2
MH588546	Y762_L438_RecD_SNF2
MH588547	Y762_L438_RecD_SNF2
MH590597	P438_Gp41_RecA
MH590601	P438
MH590603	DnaB
MH590606	F762_SNF2
MH595538	L438_SNF2
MH598512	L762_SNF2
MH598798	Y762_L438_Gp4
MH598799	Y762_Gp4
MH598800	Y762_L438_Gp4
MH598801	Y762_Gp4
MH598802	Y762_L438_Gp4
MH598803	Y762_L438_Gp4
MH598804	Y762_L438_Gp4
MH598805	Y762_L438_Gp4
MH598806	Y762_Gp4
MH598807	Y762_L438_Gp4
MH599087	SNF2_RecA
MH606185	F762_L438_RecG_Gp41_RecA
MH632117	F762_RecB
MH632118	F762_SNF2
MH632120	L762_UvsW
MH638309	F762_L438_UvsW_Gp41_RecA
MH638312	F762_L438_UvsW_Gp41_RecA
MH643778	RecG
MH645904	F762_L438_UvsW_DnaB
MH651180	F762_RecB
MH651189	DnaB
MH651190	P438
MH669003	SNF2
MH669004	P438
MH669014	SNF2
MH673672	F762_P438_DnaB
MH673673	F762_P438_SNF2_RecA
MH673674	SNF2
MH675552	F762_P438_UvsW
MH684921	F762
MH697579	SNF2_DnaB_RecA
MH697580	DnaB
MH697589	F762_SNF2
MH697592	RecG
MH697593	SNF2
MH700630	P438_Gp4
MH706966	DnaB
MH707433	L438_UvsW_Gp41_RecA
MH707434	F762_L438_SNF2
MH717097	UvrB_Twinkle
MH717098	Y762_Gp4
MH717099	Y762_Gp4
MH719082	F762_UvrB
MH727561	L762_UvsW
MH729379	UvsW_Gp41_RecA
MH729818	Gp4
MH733496	F762_Dda
MH744419	SNF2
MH744421	F762_SNF2
MH744423	L762_UvsW
MH744424	SNF2_Twinkle
MH746817	L762_SNF2_UvrB
MH752385	DnaB
MH763831	F762
MH779499	SNF2_Twinkle
MH779510	SNF2_Twinkle
MH779517	F762_P438_Gp4
MH791399	L438
MH791402	UvrB_Twinkle
MH791408	L438
MH791415	L762
MH800199	L438_UvrD_Gp4
MH800200	F762
MH807810	Y762_Gp4
MH807811	F762
MH807815	Y762_Gp4
MH807817	Y762_Gp4
MH807820	UvsW_Gp41_UvsX
MH809528	UvrB
MH809530	F762_UvsW_Gp41_RecA
MH817999	SNF2
MH825698	L762_SNF2
MH825706	F762_SNF2
MH825709	F762_P438_Gp4
MH830339	F762_L438_UvsW_DnaB
MH834598	SNF2
MH834601	Twinkle
MH834603	Twinkle
MH834605	Twinkle
MH834611	Twinkle
MH834612	SNF2
MH834614	Twinkle
MH834617	SNF2
MH834623	Twinkle
MH834625	SNF2
MH834629	F762_Twinkle
MH853786	DnaB
MH853787	DnaB
MH853788	DnaB
MH884508	L438_RecD
MH884509	F762_UvrB
MH884511	F762_L438_UvrD_UvsW_Gp41
MH884512	UvsW_DnaB_RecA
MH884513	P438_DnaB
MH884514	DnaB
MH892360	RecG_Twinkle
MH892361	RecG_Twinkle
MH892363	RecG_Twinkle
MH892364	UvrB_Twinkle
MH892367	UvrB_Twinkle
MH892378	RecG_Twinkle
MH899585	Dda
MH910036	SNF2
MH910037	SNF2
MH910041	SNF2
MH919297	Twinkle
MH920640	L438_UvsW_Gp41_UvsX
MH925092	UvrB_Twinkle
MH926057	L438_SNF2_Twinkle
MH929319	L438_UvsW_Gp41_UvsX
MH937459	UvrB_Twinkle
MH937460	UvrB_Twinkle
MH937465	UvrB_Twinkle
MH937467	SNF2
MH937472	RecG_Twinkle
MH937473	UvrB_Twinkle
MH937480	UvrB_Twinkle
MH937483	UvrB_Twinkle
MH937487	UvrB_Twinkle
MH937493	UvrB_Twinkle
MH937498	UvrB_Twinkle
MH937499	SNF2
MH937500	UvrB_Twinkle
MH937502	UvrB_Twinkle
MH937504	UvrB_Twinkle
MH937506	SNF2_UvrB_Twinkle
MH937507	UvrB_Twinkle
MH937508	UvrB_Twinkle
MH939157	UvrD
MH940212	L438_UvsW_Gp41_UvsX
MH976515	DnaB
MH992131	F762_DnaB
MK016493	DnaB_RecA
MK016495	F762_SNF2
MK016503	Twinkle
MK016504	SNF2
MK016662	V438_Gp4
MK016664	L438_UvsW_Gp41_UvsX
MK033136	Y762_Gp4
MK053931	F762
MK059749	L762_RecG
MK061413	F762_Twinkle
MK069556	F762_UvrB
MK089780	F762
MK095201	F762
MK095202	F762
MK095209	F762
MK095211	F762
MK095605	UvrB
MK095606	UvrB_Twinkle
MK097141	UvrB
MK105819	RecG
MK105855	UvsW_Twinkle
MK112529	F762_SNF2
MK112532	F762
MK112540	F762_RecB
MK112556	SNF2
MK125140	SNF2_Twinkle
MK125141	UvrB_Twinkle
MK135468	F762
MK138527	L762_SNF2
MK165087	RecG
MK165657	UvsW
MK170160	L438_UvrD_Gp4
MK203841	Y762_Gp4
MK203850	L762_SNF2
MK214385	L762_SNF2
MK224497	Twinkle
MK240351	L438_Dda_UvsW_Gp41
MK240575	F762_P438_Gp4
MK241539	DnaB
MK249872	SNF2
MK257723	F762
MK257744	F762_P438_DnaB_RecA
MK279840	F762_SNF2
MK279841	F762
MK279844	F762_SNF2
MK279848	DnaB
MK279851	F762_SNF2
MK279854	F762_SNF2
MK279857	F762_P438_Gp4
MK279903	F762_P438_Gp4
MK279909	SNF2_Twinkle
MK284522	F762_P438_Gp4
MK288021	L438_RecD
MK288022	L438_DnaB
MK290737	Gp4
MK291442	DnaB
MK291444	Twinkle
MK291445	SNF2
MK295203	Dda_UvsW_Gp41_UvsX
MK295205	Y762_L438_Gp4
MK301532	Gp4
MK305893	F762
MK308637	F762_SNF2
MK310182	Y762_Gp4
MK310183	Y762_Gp4
MK318083	F762_L438
MK327140	RecG
MK327932	L438_Dda_UvsW_Gp41_UvsX
MK327938	SNF2
MK330684	F762
MK335533	UvrB
MK340760	RecD_SNF2
MK340761	Y762_L438
MK348510	SNF2_DnaB
MK359299	F762_RecB
MK359312	F762_RecB
MK359331	F762_RecB
MK359990	L762_SNF2_Twinkle
MK368614	SNF2
MK370036	F762_L438_DnaB
MK372342	UvrB_Twinkle
MK373770	Y762_Gp4
MK373771	Y762_Gp4
MK373772	UvrB_Twinkle
MK373777	RecD_SNF2
MK373789	L762_SNF2
MK373790	L762_SNF2
MK373792	F762_L438_DnaB
MK373793	UvrB_Twinkle
MK373794	RecG
MK373796	F762_L438_DnaB
MK373798	UvrB_Twinkle
MK373799	F762_L438_DnaB
MK376955	Twinkle
MK376956	DnaB
MK376960	SNF2_Twinkle
MK376961	DnaB
MK376962	SNF2_Twinkle
MK380015	Y762_Gp4
MK387309	UvsW
MK387869	F762
MK416014	UvsW_Twinkle
MK422452	UvsW_Twinkle
MK433266	F762_Twinkle
MK443264	L438
MK448231	DnaB
MK448233	DnaB
MK448321	Twinkle
MK448322	Twinkle
MK448323	Twinkle
MK448324	Twinkle
MK448336	Twinkle
MK448347	Twinkle
MK448348	Twinkle
MK448350	Twinkle
MK448380	Twinkle
MK448381	Twinkle
MK448389	Twinkle
MK448391	Twinkle
MK448406	Twinkle
MK448408	Twinkle
MK448415	Twinkle
MK448417	Twinkle
MK448418	Twinkle
MK448419	Twinkle
MK448420	Twinkle
MK448422	Twinkle
MK448435	Twinkle
MK448440	Twinkle
MK448455	Twinkle
MK448456	Twinkle
MK448462	Twinkle
MK448469	Twinkle
MK448470	Twinkle
MK448473	Twinkle
MK448474	Twinkle
MK448475	Twinkle
MK448478	Twinkle
MK448480	Twinkle
MK448484	Twinkle
MK448487	Twinkle
MK448489	Twinkle
MK448495	Twinkle
MK448497	Twinkle
MK448498	Twinkle
MK448501	Twinkle
MK448505	Twinkle
MK448507	Twinkle
MK448515	Twinkle
MK448517	Twinkle
MK448518	Twinkle
MK448519	Twinkle
MK448520	Twinkle
MK448523	Twinkle
MK448526	Twinkle
MK448530	Twinkle
MK448531	Twinkle
MK448535	Twinkle
MK448536	Twinkle
MK448546	Twinkle
MK448548	Twinkle
MK448560	Twinkle
MK448569	Twinkle
MK448577	Twinkle
MK448580	Twinkle
MK448590	Twinkle
MK448601	Twinkle
MK448604	Twinkle
MK448607	Twinkle
MK448610	Twinkle
MK448612	Twinkle
MK448614	Twinkle
MK448615	Twinkle
MK448616	Twinkle
MK448618	Twinkle
MK448619	Twinkle
MK448627	Twinkle
MK448628	Twinkle
MK448629	Twinkle
MK448630	Twinkle
MK448640	Twinkle
MK448641	Twinkle
MK448643	Twinkle
MK448645	Twinkle
MK448646	Twinkle
MK448647	Twinkle
MK448649	Twinkle
MK448650	Twinkle
MK448660	Twinkle
MK448661	Twinkle
MK448662	Twinkle
MK448663	Twinkle
MK448665	UvrB
MK448667	SNF2_Twinkle
MK448668	L762_SNF2_Twinkle
MK448674	L762_SNF2_Twinkle
MK448676	UvsW
MK448678	L762_SNF2_Twinkle
MK448680	DnaB
MK448682	DnaB
MK448686	UvsW
MK448692	UvsW
MK448695	L762_SNF2_Twinkle
MK448700	SNF2
MK448702	UvsW
MK448711	UvsW
MK448716	UvrB
MK448718	UvsW
MK448719	SNF2_Twinkle
MK448722	L762_SNF2_Twinkle
MK448724	UvsW
MK448726	L762_SNF2_Twinkle
MK448728	L762_SNF2_Twinkle
MK448730	UvrB
MK448731	DnaB
MK448735	DnaB
MK448738	UvrB
MK448741	L762_SNF2_Twinkle
MK448747	L762_SNF2_Twinkle
MK448752	L762_SNF2
MK448754	UvrB
MK448755	UvrB
MK448764	DnaB
MK448768	UvsW
MK448769	DnaB
MK448772	UvrB_Twinkle
MK448782	UvrB_Twinkle
MK448784	L762_SNF2_Twinkle
MK448800	UvrB
MK448811	L762_SNF2_Twinkle
MK448817	UvsW
MK448822	UvsW
MK448823	L762_SNF2_Twinkle
MK448825	L762_SNF2_Twinkle
MK448828	L762_SNF2_Twinkle
MK448829	UvrB
MK448830	DnaB
MK448832	UvsW
MK448838	L762_SNF2
MK448846	L762_SNF2_Twinkle
MK448852	L762_SNF2_Twinkle
MK448858	UvrB_Twinkle
MK448859	UvsW
MK448868	L762_SNF2_Twinkle
MK448877	UvrB_Twinkle
MK448883	L762_SNF2_Twinkle
MK448888	DnaB
MK448894	DnaB
MK448895	DnaB
MK448902	UvrB_Twinkle
MK448903	DnaB
MK448909	DnaB
MK448915	DnaB
MK448919	DnaB
MK448921	DnaB
MK448923	UvsW
MK448926	L762_SNF2_Twinkle
MK448930	UvsW
MK448934	L762_SNF2_Twinkle
MK448936	L762_SNF2_Twinkle
MK448941	UvrB
MK448945	UvrB
MK448946	L762_SNF2_Twinkle
MK448949	UvsW
MK448951	UvsW
MK448952	L762_SNF2_Twinkle
MK448953	UvrB
MK448955	UvrB_Twinkle
MK448957	UvrB
MK448967	UvrB_Twinkle
MK448968	L762_SNF2_Twinkle
MK448970	UvrB
MK448978	DnaB
MK448994	L762_SNF2_Twinkle
MK448995	L762_SNF2_Twinkle
MK448997	SNF2
MK448999	L762_SNF2_Twinkle
MK449004	UvsW
MK449005	UvrB
MK450421	F762_Twinkle
MK450426	F762_Twinkle
MK450431	F762_Twinkle
MK450433	F762_Twinkle
MK450538	L762_SNF2
MK455769	Y762
MK460246	Twinkle
MK468591	F762_P438_Gp4
MK473373	F762_Dda_SNF2
MK493321	L438_UvsW_Gp41_UvsX
MK493323	L438_UvsW_Gp41_UvsX
MK494108	F762_P438_Gp4
MK494112	P438_Gp41_RecA
MK494113	F762_P438
MK494116	F762_RecB
MK494124	F762_P438_Gp4
MK494129	F762_P438_Gp4
MK504442	RecG
MK504443	UvsW_Gp41_RecA
MK504444	F762_UvsW_Gp41_RecA
MK504445	DnaB
MK504446	F762_UvsW_Gp41_RecA
MK521905	Y762_Gp4
MK521906	UvrB
MK524488	Twinkle
MK524497	F762
MK524499	F762_RecB
MK524501	DnaB
MK524503	SNF2
MK524506	F762_RecB
MK524517	SNF2
MK524523	F762_RecB
MK524524	P438
MK524525	F762_RecB
MK524530	F762_P438_Gp4
MK533143	F762_SNF2
MK542015	L762_SNF2
MK552140	F762_SNF2_UvsW_DnaB_RecA
MK552327	L438_SNF2
MK554696	F762_RecB_RecD
MK559428	F762_P438_Gp4
MK560763	DnaB
MK562503	F762
MK562504	Y762_L438_Gp4
MK562505	Y762_L438_Gp4
MK574011	F762_RecD
MK574078	UvsW
MK599416	UvrB_Twinkle
MK608336	F762_SNF2
MK610268	Y762_Gp4
MK613343	F762_P438_DnaB
MK613344	F762_P438_DnaB
MK613345	F762_A438_DnaB
MK613346	Y762_P438_Gp4
MK613347	Y762_P438_Gp4
MK613348	Y762_P438_Gp4
MK613349	F762_Gp4
MK618658	Y762_Gp4
MK618716	DnaB
MK620899	Y762_SNF2
MK629528	F762_DnaB
MK630230	F762_L438_DnaB
MK637516	UvrB
MK651787	UvrB_Twinkle
MK660713	F762_SNF2
MK672798	UvrB
MK672805	UvrB
MK675901	F762_UvrB
MK685667	UvrB
MK685668	Y762_Gp4
MK686068	F762_Twinkle
MK686069	F762_Twinkle
MK686071	H762_RecG_Twinkle
MK689364	SNF2
MK693005	F762
MK719737	L438
MK719750	L438
MK721189	L762
MK721190	SNF2_Twinkle
MK721194	L762
MK721199	SNF2_Twinkle
MK733262	L762_SNF2
MK737937	L762_SNF2
MK737942	F762_SNF2
MK737944	DnaB
MK756087	SNF2
MK756089	SNF2
MK759854	UvrB_Twinkle
MK761195	L762_SNF2
MK770119	F762_L438_DnaB
MK770410	F762_L438_DnaB
MK770412	Y762_L438_Gp4
MK770413	F762_UvsW
MK770414	DnaB
MK774614	SNF2
MK798142	UvrB
MK798143	UvsW_Twinkle
MK799832	L438_UvsW_Gp41_UvsX
MK800154	L762_DnaB
MK801735	F762_P438_Gp4
MK803322	L762_SNF2
MK804893	L438
MK813938	Y762_L438
MK813939	L438
MK813940	DnaB
MK813941	Y762_L438
MK813943	Y762_Gp4
MK814748	F762_P438_Gp4
MK814753	F762_Twinkle
MK819239	UvrB_Twinkle
MK820013	Y762
MK838108	F762
MK863032	F762
MK867354	L438_UvsW_Gp41_UvsX
MK867835	F762_L438_DnaB
MK875791	F762_SNF2
MK878902	DnaB
MK880124	F762_Twinkle
MK882925	Twinkle
MK883717	L438
MK893987	L438_DnaB
MK894435	SNF2
MK894436	Y762_SNF2
MK894437	F762_SNF2
MK903277	Y762_Gp4
MK903279	Y762_Gp4
MK903281	Y762_Gp4
MK903728	Y762_Gp4
MK905543	SNF2
MK907233	UvrB_Twinkle
MK919476	F762_SNF2
MK931438	L762_SNF2
MK931440	L762_SNF2
MK931442	UvrB_Twinkle
MK931443	UvrB_Twinkle
MK931444	UvrB_Twinkle
MK931446	L762_SNF2
MK937595	F762_Twinkle
MK937598	F762_Twinkle
MK937605	F762_P438_Gp4
MK937610	F762_Twinkle
MK937613	L762_SNF2
MK947460	UvrB_Twinkle
MK962629	F762_Dda
MK962633	L762_SNF2
MK962637	UvrB
MK962638	F762
MK962640	F762
MK962641	F762_Dda
MK962751	UvrB_Twinkle
MK962753	L438_Dda_UvsW_Gp41_UvsX
MK967378	DnaB
MK967383	F762_SNF2
MK967387	F762_RecB
MK967390	SNF2
MK967401	F762_RecB
MK972716	F762_L438_DnaB
MK977705	DnaB
MK977710	L762_SNF2
MK977712	L762_SNF2
MK977715	L762_SNF2
MK982307	SNF2_Twinkle
MK984681	Y762_Gp4
MN010758	DnaB
MN013075	UvrB_Twinkle
MN013077	Y762_L438
MN013082	Y762_Gp4
MN013085	Y762_Gp4
MN013086	DnaB
MN013088	DnaB
MN013089	F762_L438_UvsW_Gp41_RecA
MN013189	V438_RecD
MN018232	L438_UvsW_Gp41
MN019128	UvrB_Twinkle
MN022787	F762_L438_DnaB
MN026740	Y762_Gp4
MN029011	UvrB
MN038175	L438_Dda_UvsW_Gp41_UvsX
MN038177	RecD_SNF2
MN043729	F762_L438_UvsW_Gp41_RecA
MN043730	F762_L438_UvsW_Gp41_RecA
MN044033	L438_Dda_UvsW_Gp41_UvsX
MN045231	Y762_Gp4
MN047793	L438_UvsW_Gp41_RecA
MN062185	L438_Gp4
MN062186	F762_Dda
MN062188	SNF2
MN062189	RecD_SNF2
MN062703	F762_SNF2
MN062708	F762_P438_Gp4
MN062714	F762_Twinkle
MN062716	F762_SNF2
MN062717	F762_Twinkle
MN062720	RecD_Twinkle
MN067430	Y762_Gp4
MN070121	L762_SNF2
MN080711	Y762_Gp4
MN087708	L438_Dda_UvsW_Gp41_UvsX
MN090155	UvrB_Twinkle
MN091625	L438_UvsW_Gp41_RecA
MN091626	L438_RecD_UvrB
MN094788	F762_SNF2_UvsW_DnaB
MN095770	F762_L438_DnaB
MN095771	L438_Dda_UvsW_Gp41_UvsX
MN096357	H762
MN096358	H762
MN096370	SNF2
MN096376	F762_P438_Gp4
MN096379	P438
MN098328	L438_UvsW_Gp41_UvsX
MN098329	Y762_Gp4
MN101216	Y762_Gp4
MN101220	F762
MN101222	UvrB_Twinkle
MN101227	Y762_Gp4
MN101228	F762_L438_DnaB
MN102098	SNF2
MN103542	L762
MN106244	SNF2
MN116494	F762
MN119379	F762_RecB
MN128594	F762_UvsW_Gp41_RecA
MN149903	Y762_Gp4
MN150686	F762_L438_UvsW_Gp41_RecA
MN153503	L438_UvsW_Gp41_RecA
MN163281	F762_Dda
MN166083	DnaB
MN175679	SNF2
MN176219	DnaB
MN176223	DnaB
MN176226	DnaB
MN176227	DnaB
MN176230	RecB_DnaB
MN176573	F762
MN183281	F762_Twinkle
MN184886	L762_SNF2
MN184887	Y762_L438_Dda
MN191861	F762
MN197465	F762_L438_DnaB
MN204493	F762_SNF2
MN204498	P438
MN204503	SNF2
MN224566	F762_P438_Gp4
MN228696	F762_Dda
MN234166	SNF2
MN234167	F762_P438_Gp4
MN234170	Twinkle
MN234174	Twinkle
MN234176	Twinkle
MN234187	DnaB
MN234188	F762_P438_Gp4
MN234199	Twinkle
MN234208	P438
MN234209	F762_P438
MN234212	F762_RecB
MN234220	SNF2_Twinkle
MN234226	Twinkle
MN234228	DnaB
MN234234	SNF2
MN234235	F762_P438_Gp4
MN270258	L762_RecG_SNF2_Twinkle
MN270261	L762_SNF2_Twinkle
MN270264	L762_SNF2_Twinkle
MN270266	L762_SNF2_Twinkle_DnaB_Gp4
MN270279	L762_RecG_SNF2_Twinkle
MN270888	F762
MN270890	Y762_Gp4
MN270891	Gp4
MN276049	L438_Gp4
MN284893	L762_UvsW
MN284894	Gp4
MN284895	Twinkle
MN284899	P438
MN284901	F762_SNF2
MN284903	F762_P438_Gp4
MN284906	F762_SNF2
MN294712	F762
MN310541	F762_P438_Gp4
MN310542	F762_P438_Gp4
MN310544	SNF2
MN310549	F762_SNF2
MN313256	UvsW
MN317029	SNF2
