ID	enriched_cb_chain	Syntenome
Ga0531464_000238	(75743_92429_102725, 92429_75743_216356)	49
Ga0531464_000241	(32833_202714_219678, 32833_207497_207496, 202714_32833_207497)	41
Ga0531464_000243	(56505_84933_156875, 74759_156875_84933)	10
Ga0531464_000244	(93448_93449_185129, 93448_156639_185128, 93449_93448_156639, 93449_185129_185130, 156638_185130_185129, 156639_185128_156640)	70
Ga0531464_000247	(156655_122963_229157)	76
Ga0531464_000249	(56129_215942_133587, 194941_133587_215942)	10
Ga0531464_000254	(13929_105054_244445, 13929_236162_201606, 22706_151493_51290, 22706_229422_93313, 37368_42156_193134, 37368_243824_223169, 42156_37368_243824, 42156_193134_243533, 47340_229422_93313, 51290_201606_236162, 92161_175512_93602, 105054_13929_236162, 105054_244445_207289, 122939_195007_243606, 144349_207289_244445, 151493_22706_229422, 151493_51290_201606, 229422_93313_229422)	16
Ga0531464_000257	(13929_144306_244445, 37368_42156_193134, 37368_243824_223169, 42156_37368_243824, 42156_193134_243533, 92161_175512_142274, 122939_195007_243606)	16
Ga0531464_000258	(520_112558_80465, 38966_80474_112562, 50374_50375_229141, 50374_80470_159599, 50375_50374_80470, 50375_229141_50376, 50376_50377_80472, 50377_50376_229141, 50377_80472_107576, 50378_74057_74058, 80472_107576_112562, 80474_112562_107576, 112558_520_209289, 112558_80465_229191)	72
Ga0531464_000261	(473_51047_149479, 51047_473_75694, 51047_149479_211339)	67
Ga0531464_000263	(851_216465_107846)	10
Ga0531464_000264	(28860_101928_223701, 47224_29395_144884)	55
Ga0531464_000265	(28587_142369_92204, 28587_143850_131804, 37368_42156_193134, 42156_193134_84623, 84202_144349_92204, 142369_28587_143850, 142369_92204_144349, 144349_84202_193892)	16
Ga0531464_000274	(17365_144617_122939, 17365_234857_80765, 115091_159196_211227, 144617_17365_234857)	1
Ga0531464_000275	(32728_50736_101109, 50736_101109_74881, 50746_74881_101109, 80993_240857_240858)	60
Ga0531464_000280	(396_172588_9139, 216487_149108_244551)	0
Ga0531464_000283	(16039_22827_93413, 60721_102932_166987, 84861_153060_159420, 153061_229095_199390)	10
Ga0531464_000284	(455_112238_143461, 37656_53728_68393, 56856_143461_112238, 56856_149510_72793, 143461_56856_149510)	56
Ga0531464_000285	(59400_195724_219434, 64046_143179_202706, 143179_64046_191972)	49
Ga0531464_000286	(6936_134195_64467)	74
Ga0531464_000288	(455_112238_143461, 457_68393_195301, 37656_194968_212695, 53728_37656_194968, 56856_143461_112238, 56856_149510_72793, 143461_56856_149510)	56
Ga0531464_000289	(76590_133484_133756, 133067_133756_133484, 133067_134456_159250, 133756_133067_134456)	50
Ga0531464_000290	(17365_144617_236437, 20274_100126_193381, 32634_42156_193134, 32634_243824_68071, 42156_32634_243824, 76380_107646_193381, 100126_193381_107646)	0
Ga0531464_000292	(104489_236268_195010)	10
Ga0531464_000293	(37925_151736_151389, 151736_151389_202356)	59
Ga0531464_000296	(38949_128744_84138, 50029_151583_101390, 50308_84138_128744, 50308_104812_68100, 84138_50308_104812, 84139_101390_151583, 104812_68100_219893)	58
Ga0531464_000302	(24667_13644_51562)	0
Ga0531464_000303	(20732_134928_134579, 32668_37955_238601, 37955_238601_201046, 93456_134579_134928)	43
Ga0531464_000307	(37925_151736_151389, 73088_73087_213264, 74843_75854_159819, 75854_159819_123936, 151736_151389_202356)	59
Ga0531464_000312	(24310_59088_60002, 50727_68914_68913, 50727_188624_200925, 50728_200925_188624, 59088_24310_68915, 59088_60002_107290, 68914_50727_188624, 107291_149040_212930, 107292_212930_149040)	47
Ga0531464_000315	(17365_144617_122939, 17365_234857_80765, 42156_134824_193134, 42156_156493_93518, 42191_193134_134824, 51876_68071_64083, 51876_223210_122939, 64083_93518_156493, 68071_51876_223210, 68071_64083_93518, 115091_32352_159287, 133886_42191_193134, 134824_42156_156493, 144617_17365_234857, 144617_122939_223210, 159287_80765_234857, 210221_76380_212587)	1
Ga0531464_000317	(142446_202316_229451, 185716_229451_202316)	7
Ga0531464_000319	(24910_151637_80503, 42156_156493_53352, 51875_144349_92161, 51875_238818_149549, 76380_92161_144349, 80503_228806_142484, 92161_76380_228210, 144349_51875_238818, 151637_80503_228806, 156493_42156_193134, 156493_53352_243824)	16
Ga0531464_000320	(20594_51843_184856)	65
Ga0531464_000321	(32779_102968_201687)	14
Ga0531464_000322	(50029_151583_101390, 50308_84138_128744, 50308_104812_68100, 84138_50308_104812, 84139_101390_151583, 104812_68100_219893)	58
Ga0531464_000323	(42004_42004_42005)	66
Ga0531464_000324	(32943_193007_170518, 37107_50380_134074, 50380_134074_170518, 134074_170518_193007, 193007_32943_228322, 195078_240620_213130)	53
Ga0531464_000325	(24473_176435_75557, 122517_75557_176435)	34
Ga0531464_000326	(51875_238818_149549, 68339_80503_228806, 80503_68339_156708, 92161_76380_228210, 144349_51875_238818)	16
Ga0531464_000328	(106580_153303_219287, 106580_159289_207371, 153303_106580_159289)	1
Ga0531464_000334	(25589_37074_92514, 25589_244559_134637, 37074_25589_244559, 51514_212335_55613, 51514_223182_165962, 55613_134637_244559, 134637_55613_212335, 212335_51514_223182)	45
Ga0531464_000335	(20594_51843_184856)	65
Ga0531464_000336	(75743_102725_191972)	49
Ga0531464_000337	(396_172588_159763, 13644_24667_240436, 32601_159763_172588, 50405_159903_184842, 72260_114_112319, 156712_50405_159903, 159763_32601_190390)	0
Ga0531464_000338	(584_172588_159763, 32601_159763_172588, 76380_92161_144349, 92161_144349_244445, 159763_32601_190390)	0
Ga0531464_000344	(17365_84872_185588, 50246_115091_134715, 84872_17365_181092, 84872_185588_134715, 115091_134715_185588)	1
Ga0531464_000347	(93388_173831_169287)	39
Ga0531464_000350	(134219_156686_156685, 134223_166999_229215)	66
Ga0531464_000356	(32619_151501_74060, 38966_80474_112562, 50378_74057_74058, 74057_50378_80475, 74057_74058_156585, 80474_112562_107576)	72
Ga0531464_000357	(107848_223798_243148, 107848_238278_184713, 142290_184713_238278, 223798_107848_238278)	24
Ga0531464_000359	(28704_60073_193402, 28704_240122_60804, 50308_60804_240122, 59308_201451_193402, 60073_28704_240122, 60073_193402_201451, 60804_50308_128744)	58
Ga0531464_000361	(3402_201098_212647, 3402_212511_75530, 24168_223738_84179, 28498_32482_122190, 28501_55098_75157, 28501_187028_211164, 32359_75157_55098, 32359_212647_201098, 32482_28498_211791, 55098_28501_187028, 75157_32359_212647, 104161_240429_240428, 104161_244740_202068, 187028_211164_238727, 201098_3402_212511, 202068_238727_211164, 238727_202068_244740, 240429_104161_244740)	33
Ga0531464_000364	(114_216487_149108, 396_172588_159763, 159763_190390_172592, 172588_159763_190390)	0
Ga0531464_000366	(106580_153303_219287, 106580_159289_207371, 153303_106580_159289, 159289_207371_243554)	1
Ga0531464_000368	(68213_202574_143026, 75889_143026_202574)	9
Ga0531464_000371	(104703_199262_236193)	68
Ga0531464_000372	(104703_199262_236193)	68
Ga0531464_000374	(396_172588_9139, 9139_32601_190390, 32601_9139_172588)	0
Ga0531464_000382	(37925_151736_151389, 112616_37925_151736)	59
Ga0531464_000385	(50290_191939_202556, 50291_50290_191939)	50
Ga0531464_000389	(17365_84872_185588, 17365_181092_122939, 32635_122939_181092, 42156_42250_243824, 42156_134824_193134, 42250_42156_134824, 84872_17365_181092, 122939_32635_243605, 134824_193134_149422, 193134_149422_212520)	1
Ga0531464_000390	(1202_75206_84158, 75206_84158_112031, 84158_112031_90862, 112031_90862_236486, 216129_122110_228183)	23
Ga0531464_000391	(123746_153343_169278)	2
Ga0531464_000395	(51875_238818_149549, 92161_76380_228210, 144349_51875_238818)	16
Ga0531464_000397	(143728_213142_198919)	56
Ga0531464_000402	(64046_143179_202706, 64046_191972_102725, 75743_92429_102725, 92429_75743_216708, 92429_102725_191972, 143179_64046_191972)	49
Ga0531464_000403	(396_172588_159763, 24610_202235_240592, 32601_159763_172588, 149108_396_172588)	0
Ga0531464_000404	(156323_210221_238571)	1
Ga0531464_000409	(2821_240332_151710, 64046_143179_202706, 64046_191972_102725, 75743_92429_102725, 76873_151710_240332, 92429_75743_216708, 92429_102725_191972, 143179_64046_191972)	49
Ga0531464_000412	(50246_228915_73011)	0
Ga0531464_000414	(59400_195724_219434, 64046_143179_202706, 64046_191972_102725, 143179_64046_191972)	49
Ga0531464_000415	(76367_176138_150780, 142446_150780_176138, 142446_185716_243405, 150780_142446_185716, 185716_243405_229451)	8
Ga0531464_000417	(20167_75937_240523, 20167_236281_212118, 75937_20167_236281, 75937_240523_236437, 84124_100303_236437)	8
Ga0531464_000418	(93388_173831_169287)	39
Ga0531464_000422	(24673_219359_193658, 50308_60804_240122, 50308_128744_76581, 60073_193402_212848, 60804_50308_128744)	58
Ga0531464_000426	(28704_50307_60804, 28704_133234_213086, 50307_60804_50308, 50308_74223_128744, 59307_59308_107392, 59307_193402_213086, 59308_59307_193402, 133234_213086_193402)	58
Ga0531464_000427	(24673_219359_193658, 28704_60073_193402, 28704_240122_60804, 50308_60804_240122, 60073_28704_240122, 60073_193402_201451, 60804_50308_128744)	58
Ga0531464_000428	(55502_59749_219882)	38
Ga0531464_000432	(32943_193007_170518, 37107_50380_134074, 50380_134074_170518, 51711_221183_74955, 134074_170518_193007, 193007_32943_228322, 221183_51711_240620)	53
Ga0531464_000436	(72180_175590_150780, 74183_229451_185716, 142446_74183_229451)	7
Ga0531464_000437	(31619_214548_64467)	30
Ga0531464_000438	(32601_190390_234396, 159763_32601_190390, 190390_234396_240436)	0
Ga0531464_000439	(38973_60725_42045, 51671_38973_60725, 60725_42045_159467, 165962_207076_240113)	10
Ga0531464_000441	(38877_122269_112545, 122269_112545_207093)	44
Ga0531464_000443	()	0
Ga0531464_000444	(51696_123936_188809, 73088_73087_213264, 74843_75854_188809, 75854_74843_101955, 75854_188809_123936)	59
Ga0531464_000447	(76675_186989_143066)	48
Ga0531464_000448	(68740_144349_201525, 144349_68740_199137, 144349_201525_195070)	8
Ga0531464_000449	(17365_144617_122939, 17365_234857_80765, 68071_188553_122939, 134824_193134_204782, 144617_17365_234857, 144617_122939_188553, 234857_80765_236336)	1
Ga0531464_000453	(51696_123936_188809, 73088_73087_213264, 75854_188809_123936)	59
Ga0531464_000455	(101135_242906_238826, 107769_238826_242906, 212628_107769_238826)	53
Ga0531464_000458	(104489_236268_185707, 153061_229095_199390)	10
Ga0531464_000459	(396_172588_159763, 115091_50246_188254, 172588_159763_188617)	0
Ga0531464_000461	(13929_144306_185068, 92161_175512_93602, 144306_185068_244445, 144349_244445_185068)	16
Ga0531464_000462	(75743_92429_102725, 92429_75743_216356)	49
Ga0531464_000463	(851_37643_201370, 37643_201370_216735)	10
Ga0531464_000467	(22031_176368_38949, 28704_80583_122153, 28704_240122_60804, 38949_128744_74223, 50308_60804_240122, 68597_184892_219426, 80583_28704_240122, 128744_38949_176368, 128744_74223_219426, 176368_22031_228452)	58
Ga0531464_000469	(80583_193402_201451)	58
Ga0531464_000470	(3799_74759_183869, 3799_84933_56505, 3800_149131_100076, 14123_102958_84677, 47440_229073_244603, 56505_100076_149131, 74759_3799_84933, 84933_56505_100076)	54
Ga0531464_000475	(212335_51514_223182)	45
Ga0531464_000478	(13929_105054_199169, 13929_236162_201606, 93313_229422_151493, 105054_13929_236162, 105054_199169_244445, 151493_201606_236162, 229422_93313_229422)	16
Ga0531464_000481	(32728_50736_101109, 50736_32728_50742, 50736_101109_74881, 50746_74881_101109)	60
Ga0531464_000482	(17357_50403_51562, 50246_228915_73011, 50403_51562_73019)	0
Ga0531464_000484	(17365_144617_122939, 17365_234857_80765, 144617_17365_234857, 172554_80765_234857)	1
Ga0531464_000485	(93388_173831_169287)	39
Ga0531464_000486	(76590_133484_133756, 133067_133756_133484, 133067_134456_159250, 133756_133067_134456)	50
Ga0531464_000487	(17365_144617_122939, 17365_234857_144203, 24768_144203_234857, 101135_24768_144203, 104631_212533_175625, 144617_17365_234857)	1
Ga0531464_000489	(68740_144349_101765, 144349_68740_216787)	8
Ga0531464_000490	(708_24610_73025, 3734_73025_24610, 24610_708_228514, 51913_153017_234735, 51913_236287_219738, 98850_196832_207323, 98850_234735_153017, 113647_216487_133948, 113647_219488_207323, 133948_219487_212522, 153017_51913_236287, 196832_98850_234735, 196832_207323_219488, 201024_212522_219487, 216487_113647_219488, 216487_133948_219487)	52
Ga0531464_000491	(68213_107283_135096, 107283_135096_107305)	9
Ga0531464_000492	(396_172588_159763, 32601_159763_172588, 159763_32601_190390)	0
Ga0531464_000494	(51696_123936_188809, 74843_75854_188809, 75854_188809_123936, 151736_151389_202356)	59
Ga0531464_000495	(50736_101109_74881, 50746_74881_101109)	60
Ga0531464_000497	(50746_74881_101109, 80993_240857_240858)	60
Ga0531464_000500	(93388_173831_169287)	39
Ga0531464_000501	(75743_92429_107731, 92429_75743_216708)	49
Ga0531464_000505	(60721_102932_166987, 100267_153061_229095)	10
Ga0531464_000507	(74843_75854_188809, 74843_228345_92238, 75854_74843_228345, 75854_188809_123936, 202356_92238_228345)	59
Ga0531464_000509	(2654_84202_144349, 28587_142369_92204, 84202_2654_244445, 84202_144349_92204, 142369_92204_144349)	16
Ga0531464_000510	(267_134645_240182, 267_240181_176032, 134645_267_240181, 134647_176032_240181, 188628_244356_229299, 202838_229297_229299, 228495_188628_244356)	68
Ga0531464_000512	(17365_53610_238346, 17365_144617_236437, 32634_42156_193134, 32634_243824_68071, 42156_32634_243824, 53610_17365_144617)	0
Ga0531464_000514	(100267_153061_229095)	10
Ga0531464_000516	(59883_59884_75641, 93656_25589_223105)	10
Ga0531464_000517	(13929_105054_244445, 13929_236162_201606, 93313_229422_151493, 105054_13929_236162, 151493_201606_236162)	16
Ga0531464_000518	(187085_219229_238632)	54
Ga0531464_000519	(64357_185716_229451)	7
Ga0531464_000521	(396_172588_9139, 32601_9139_172588)	0
Ga0531464_000524	(156655_122963_229157)	76
Ga0531464_000527	(42220_240529_131805, 144349_131805_240529)	0
Ga0531464_000529	(60863_76367_176138, 76367_176138_150780, 142446_150780_176138, 142446_185716_243405, 150780_142446_185716)	8
Ga0531464_000530	(38914_143451_201621, 38914_201504_244317, 56671_201503_201621, 56672_56671_201503, 143451_38914_201504, 143451_201621_201503)	48
Ga0531464_000532	(114_72260_169179, 114_159866_149108, 24667_13644_51562, 51562_50403_104605, 72260_114_159866)	0
Ga0531464_000533	(17365_144617_122939, 17365_234857_80765, 144617_17365_234857, 159287_80765_234857)	1
Ga0531464_000535	(17365_84872_185588, 17365_181092_122939, 32635_122939_181092, 42156_42250_243824, 42156_210425_134824, 42250_42156_210425, 68071_32635_122939, 84872_17365_181092, 84872_185588_134715, 115091_134715_185588, 134824_193134_149422, 193134_134824_210425)	1
Ga0531464_000537	(2953_143149_238068, 2953_159888_143177, 22077_75743_101448, 37028_22077_75743, 75743_101448_101447, 101447_238068_143149, 101448_101447_238068, 143149_2953_159888)	10
Ga0531464_000540	(851_150396_93109, 37643_851_150396, 64303_142639_93109)	10
Ga0531464_000542	(24202_69189_55574, 76380_92161_144349)	0
Ga0531464_000543	(32172_53582_53582, 53582_53582_68915, 68597_184892_219426, 176369_68597_184892)	58
Ga0531464_000547	(173589_228539_234632, 228539_234632_234631)	29
Ga0531464_000548	(37925_151736_151389, 74843_75854_159819, 75854_74843_228345, 75854_159819_123936, 151736_37925_212076, 151736_151389_202356)	59
Ga0531464_000549	(93448_93449_185129, 93449_185129_185130, 156638_185130_185129)	70
Ga0531464_000558	(25589_244559_134637, 51514_212335_55613, 55613_134637_244559, 134637_55613_212335)	45
Ga0531464_000559	(68740_144349_201525, 144349_68740_216787)	8
Ga0531464_000560	(3402_212511_188849, 28498_32482_122190, 28498_101566_66984, 32482_28498_101566, 32482_122190_156320, 56138_60272_243847, 56138_212509_156327, 60272_56138_212509, 60272_243847_173810, 80185_93512_122192, 84179_156320_122190, 107276_210578_122598, 122598_156327_212509, 173810_188849_212511, 188849_173810_243847, 201098_3402_212511)	33
Ga0531464_000566	(151335_123878_187235)	69
Ga0531464_000567	(37389_74960_74669, 74669_212462_93138, 74960_37389_238801, 74960_74669_212462, 199322_93138_212462)	63
Ga0531464_000568	(50328_133282_167968)	2
Ga0531464_000570	(24169_80185_210806, 28498_32482_122190, 32482_28498_211791, 32482_122190_156320, 38781_75216_210806, 56138_60272_243847, 60272_56138_122194, 60272_243847_173810, 75216_210806_80185, 80185_24169_122192, 84179_156320_122190, 173810_188849_212511, 188849_173810_243847)	33
Ga0531464_000575	(68740_144349_201525, 144349_68740_199137)	8
Ga0531464_000576	(114_104803_240726, 28783_207426_134299, 32497_2981_74905, 37537_134299_207426, 37537_240726_104803, 75727_42062_207465, 134299_37537_240726)	0
Ga0531464_000579	(49602_132521_202686)	56
Ga0531464_000581	(22828_42046_159417, 22828_47316_51671, 38973_51671_47316, 38973_60725_42045, 42046_22828_47316, 51671_38973_60725, 60725_42045_159467, 142278_133829_165962)	10
Ga0531464_000582	(37546_74759_156875, 56505_84933_156875, 74759_37546_100034, 74759_156875_84933)	10
Ga0531464_000583	(42156_228603_243824, 92439_37599_92440, 193134_42156_228603)	0
Ga0531464_000585	(17365_201753_122939, 17365_234857_188494, 51986_144988_156737, 111943_201011_156737, 122939_195007_243606, 144988_156737_201011, 156866_111943_201011, 201753_17365_234857, 234857_188494_236336)	1
Ga0531464_000586	(73087_188210_216675)	61
Ga0531464_000587	(149727_32597_244811)	0
Ga0531464_000589	(74669_212462_93138, 199322_93138_212462)	63
Ga0531464_000593	(101076_244677_188294, 188294_201046_238601, 201046_188294_244677, 238602_101076_244677)	43
Ga0531464_000596	(20866_112022_101292, 59981_101275_143957, 59981_101293_101292, 59983_143957_101275, 74330_20866_112022, 101275_59981_101293, 101293_101292_112022, 143957_59983_240043)	23
Ga0531464_000597	(34108_234654_173642, 80481_34108_234654, 193436_173639_202174)	17
Ga0531464_000598	(144349_68740_199137)	8
Ga0531464_000601	(851_24859_93109, 851_216465_107846, 24859_851_216465)	10
Ga0531464_000603	(17365_144617_122939, 17365_234857_80765, 24768_80765_234857, 42156_156493_93518, 42156_210425_134824, 68071_151332_93518, 68071_204770_122939, 80765_24768_175625, 133886_149422_193134, 134824_193134_149422, 144617_17365_234857, 144617_122939_204770, 151332_93518_156493, 156493_42156_210425, 193134_134824_210425)	1
Ga0531464_000605	(38973_60725_42045, 51671_38973_60725, 60725_42045_159467, 165962_207076_240113)	10
Ga0531464_000609	(851_37643_142640, 127693_64303_142639)	10
Ga0531464_000610	(74843_75854_159819, 75854_159819_123936)	59
Ga0531464_000616	(37107_50380_134074, 37938_240620_51711, 51711_221183_74955, 195078_37938_240620, 221183_51711_240620)	53
Ga0531464_000617	(17365_234857_188494, 51986_144988_156737, 111943_156866_115091, 111943_201011_156737, 144988_156737_201011, 156866_111943_201011, 201753_17365_234857, 234857_188494_236336)	1
Ga0531464_000619	(32668_37955_238601, 37955_32668_188293, 37955_238601_201046, 74816_238602_101076, 101076_244677_188294, 176333_74816_238602, 188294_201046_238601, 201046_188294_244677, 238602_101076_244677)	43
Ga0531464_000620	(72180_175590_150780, 142446_74183_229451, 150780_64357_185716)	7
Ga0531464_000623	(22940_167968_228602, 22940_236162_32597, 32597_204813_55574, 47463_228602_167968, 55574_144349_92161, 92161_175512_213070, 144349_55574_204813, 144349_92161_175512, 167968_22940_236162, 175512_213070_212630, 204813_32597_236162, 213070_212630_213074)	0
Ga0531464_000624	(32601_190390_234396, 190390_234396_240436)	0
Ga0531464_000629	(114_159866_149108, 17357_50403_51562, 50403_51562_73019, 50405_156712_112879)	0
Ga0531464_000631	(17365_144617_122939, 17365_234857_188494, 122939_195007_243606, 144617_17365_234857, 144617_122939_195007, 195007_243606_204770, 234857_188494_236336)	1
Ga0531464_000636	(17365_144617_122939, 17365_202778_185588, 42156_134824_193134, 42191_193134_134824, 134715_185588_202778, 144617_17365_202778, 144617_122939_223210)	1
Ga0531464_000637	(17357_50403_51562, 50403_51562_73019, 50405_156712_112879, 156712_50405_159903)	0
Ga0531464_000644	(47440_50600_112211, 50600_47440_229073, 50600_112211_104489, 142525_172592_216877)	54
Ga0531464_000647	(74183_229451_185716, 142446_74183_229451)	7
Ga0531464_000650	(3841_166924_240627, 74152_211532_84805, 144026_74152_211532)	38
Ga0531464_000653	(114_72260_169179, 50405_159903_184842, 51562_50403_104605, 72260_114_159866, 156712_50405_159903)	0
Ga0531464_000655	(17365_144617_122939, 17365_234857_80765, 42156_210425_134824, 68071_204770_122939, 93460_149422_193134, 134824_193134_149422, 144617_17365_234857, 144617_122939_204770, 193134_134824_210425)	1
Ga0531464_000659	(55501_211508_211526, 55502_59749_219882, 84800_211526_211508)	38
Ga0531464_000661	(17365_144617_122939, 17365_234857_80765, 42156_210425_134824, 80765_172554_123859, 144617_17365_234857, 156493_42156_210425, 172554_80765_234857, 193134_134824_210425)	1
Ga0531464_000663	(55502_59749_219882, 195163_55501_211508)	38
Ga0531464_000664	(42156_243823_243824, 68071_243824_243823, 75854_122939_144617, 122939_144617_144989, 144617_144989_234857)	1
Ga0531464_000666	(188398_195811_212879, 195811_212879_198925)	38
Ga0531464_000667	(17365_144617_122939, 17365_234857_80765, 144617_17365_234857, 172554_80765_234857)	1
Ga0531464_000668	(38980_74132_74131, 55530_75750_75749, 75749_207174_212653, 75750_75749_207174)	75
Ga0531464_000670	(50246_238879_92841)	1
Ga0531464_000673	(6823_211656_80868, 6823_243844_151631, 47444_192201_84262, 80868_92788_84087, 92788_80868_211656, 107278_151631_243844, 192201_47444_211655, 211656_6823_243844)	25
Ga0531464_000678	(37368_42156_193134, 42156_37368_243824, 42156_193134_236211)	16
Ga0531464_000682	(3402_201098_212647, 3402_212511_188849, 28501_55098_201567, 28501_187028_211164, 55098_28501_187028, 55098_201567_212647, 104161_244740_202068, 134399_202068_244740, 134399_211164_187028, 201098_3402_212511, 201098_212647_201567, 202068_134399_211164)	33
Ga0531464_000683	(134451_228598_223794, 149998_223794_228598, 151441_134451_228598)	50
Ga0531464_000684	(32197_134637_176492, 32198_32197_134637)	57
Ga0531464_000685	(64088_91106_201341, 64089_201341_91106)	77
Ga0531464_000689	(114_216487_149108)	0
Ga0531464_000690	(2821_240332_151710, 202706_151710_240332)	49
Ga0531464_000694	(3402_201098_28503, 28501_55098_75157, 28501_187028_211164, 28503_32359_75157, 32359_28503_201098, 32359_75157_55098, 55098_28501_187028, 94262_244740_122298, 187028_211164_238727, 201566_94262_244740, 202068_122298_244740, 202068_238727_211164)	33
Ga0531464_000695	(13929_144306_185068, 92161_175512_93602, 144306_185068_244445, 144349_244445_185068)	16
Ga0531464_000698	(13929_105054_199169, 13929_236162_201606, 22706_229422_93313, 47340_229422_93313, 105054_13929_236162, 105054_199169_244445, 144349_244445_199169, 151493_22706_229422, 151493_201606_236162, 229422_93313_229422)	16
Ga0531464_000699	(50328_133282_167968, 133282_50328_238571)	2
Ga0531464_000700	(13929_105054_244445, 47340_229422_93313, 105054_13929_236162, 105054_244445_207289, 144349_207289_244445)	16
Ga0531464_000702	(851_150396_93109, 851_216465_107846, 47347_107846_216465, 150396_851_216465)	10
Ga0531464_000704	(104489_236268_195010)	10
Ga0531464_000706	(134107_149159_134637)	45
Ga0531464_000707	(3402_201098_212647, 3402_212511_188849, 28501_53951_75157, 28501_187028_211164, 53951_28501_187028, 75157_212647_201098, 173810_188849_212511, 187028_211164_238727, 188849_173810_243847, 193852_202068_238727, 201098_3402_212511, 202068_193852_244740, 202068_238727_211164)	33
Ga0531464_000709	(32668_37955_238601, 37955_238601_201046, 101076_244677_188294, 188294_201046_238601, 201046_188294_244677, 238602_101076_244677)	43
Ga0531464_000714	(28587_142369_92204, 28587_143850_131804, 37368_42156_193134, 37368_243824_201242, 42156_37368_243824, 42156_193134_84623, 84202_144349_92204, 142369_28587_143850, 142369_92204_144349, 144349_84202_193892)	16
Ga0531464_000716	(38980_74132_74131, 55530_75750_75749, 55530_75751_56726, 56726_38980_74132, 75749_207174_212653, 75750_55530_75751, 75750_75749_207174)	75
Ga0531464_000717	(396_172588_159763, 32601_159763_172588, 149108_396_172588, 159763_32601_190390)	0
Ga0531464_000718	(80554_201341_228504, 144170_228504_201341)	61
Ga0531464_000721	(13929_144306_185068, 92161_175512_142274, 144306_185068_244445, 144349_244445_185068)	16
Ga0531464_000723	(185716_243405_229451)	8
Ga0531464_000725	(56269_56269_56269, 56269_56269_131867)	10
Ga0531464_000730	(37546_74759_156875, 56505_84933_156875, 56505_142588_156769, 74759_37546_100034, 74759_156875_84933, 84933_56505_142588, 142588_156769_210645, 149131_210645_156769)	10
Ga0531464_000736	(42156_134824_193134, 42156_156493_93518, 68071_223210_122939, 134824_42156_156493, 134824_193134_149422, 144617_122939_223210)	1
Ga0531464_000737	(211452_68062_240089)	72
Ga0531464_000742	(28587_142369_92161, 142368_51875_144349)	16
Ga0531464_000744	(114_112319_149108)	0
Ga0531464_000749	(112319_149108_176401)	0
Ga0531464_000753	(100267_153061_229095, 104489_236268_185707, 153061_229095_199390)	10
Ga0531464_000757	(184856_22155_193636, 193636_76652_229328)	9
Ga0531464_000758	(50328_238571_243604)	0
Ga0531464_000760	(56943_64297_244117)	10
Ga0531464_000761	(6823_211656_80868, 6823_243844_151631, 80775_107278_151631, 80775_212303_133873, 92788_80868_211656, 107278_80775_212303, 107278_151631_243844, 133872_133873_212303, 133873_133872_156421, 211656_6823_243844)	25
Ga0531464_000762	(20274_100126_193381, 76380_107646_193381, 100126_193381_107646)	0
Ga0531464_000763	(24910_151637_80503, 80503_228806_142484, 151637_80503_228806)	16
Ga0531464_000764	(100267_153061_229095, 153061_229095_199390, 187012_199390_229095)	10
Ga0531464_000765	(114_216487_149108, 396_149108_216487, 396_172588_93383, 149108_396_172588)	0
Ga0531464_000767	(38980_74132_74131, 55529_20622_84701, 55530_75750_75749, 55530_75751_56726, 75750_55530_75751)	75
Ga0531464_000771	(112046_145375_202138, 145375_112046_238503)	23
Ga0531464_000772	(153061_229095_199390, 187012_199390_229095)	10
Ga0531464_000777	(56505_84933_156875, 74759_156875_84933)	10
Ga0531464_000781	(20656_202626_102852, 202626_102852_234396)	8
Ga0531464_000783	(84242_239950_234777)	73
Ga0531464_000787	(56505_84933_156875, 74759_37546_100034)	10
Ga0531464_000789	(102942_142564_168987, 142461_176145_156103, 142564_168987_142566, 176145_142461_188392)	38
Ga0531464_000791	(37107_50380_134074, 50380_134074_170518, 134074_170518_193007, 221183_51711_240620)	53
Ga0531464_000795	(104489_236268_195010, 195456_185567_223552)	10
Ga0531464_000796	(42220_245487_133886, 238571_42220_245487)	1
Ga0531464_000797	(20167_75937_144617, 20167_236281_212118, 50227_236437_144617, 75937_20167_236281, 75937_144617_236437, 84124_50227_236437)	8
Ga0531464_000800	(101135_144558_238571)	7
Ga0531464_000801	(188398_195811_212879, 195811_212879_198925)	38
Ga0531464_000803	(20167_75937_144617, 20167_236281_212118, 50227_236437_144617, 75937_20167_236281, 75937_144617_236437, 84124_50227_236437, 112673_212118_236281, 115091_112673_212118)	8
Ga0531464_000805	(22379_184856_73123, 73123_193636_76652, 184856_73123_193636, 193636_76652_229328)	9
Ga0531464_000812	(114_216487_149108, 396_149108_216487, 149108_396_172588)	0
Ga0531464_000816	(51558_175910_75464, 51558_219287_153303, 106580_153303_219287, 106580_159289_207371, 153303_106580_159289, 175910_51558_219287)	1
Ga0531464_000818	(56390_142567_142566, 102942_142564_142565, 142461_176145_156103, 142564_142565_142566, 176145_142461_188392)	38
Ga0531464_000822	(56505_84933_156875, 56505_142588_156769, 74759_156875_84933, 84933_56505_142588, 142588_156769_210645, 149131_210645_156769)	10
Ga0531464_000823	(74843_75854_188809, 74843_228345_92238, 75854_74843_228345, 75854_188809_123936, 188809_123936_244613)	59
